Time	Yaw	Pitch	Roll
18601.0	405.93	-569.86	846.3
18609.0	280.32	-807.5	402.54
18618.0	89.24	-637.76	821.08
18625.0	26.67	-498.57	843.88
18633.0	249.28	-595.08	1223.62
18641.0	199.33	-1118.87	975.79
18649.0	-1.94	-853.58	1701.34
18656.0	-23.28	-1186.76	1290.07
18664.0	-17.94	-170.23	545.13
18672.0	85.84	130.95	1178.52
18680.0	-67.9	234.73	1022.35
18688.0	-91.18	-3.88	249.77
18696.0	-187.69	268.68	499.54
18704.0	-113.0	289.54	884.13
18712.0	-169.75	576.16	1248.36
18719.0	-195.93	564.04	373.93
18727.0	-304.57	72.26	807.99
18735.0	-307.97	294.87	1092.19
18743.0	-223.58	-307.0	1139.24
18751.0	-386.53	3.39	888.01
18759.0	-160.05	-86.81	668.31
18767.0	-258.5	768.7	1565.05
18775.0	-56.74	665.89	985.49
18783.0	-128.04	207.09	1614.52
18791.0	-56.26	148.41	720.69
18798.0	-62.08	267.23	1326.93
18806.0	-88.75	386.05	1311.89
18814.0	-17.94	288.08	1081.04
18822.0	3.88	272.56	1373.0
18830.0	80.02	187.69	771.61
18838.0	-13.58	142.59	1410.34
18847.0	53.35	121.25	697.41
18854.0	-6.3	53.83	1342.44
18862.0	1.45	6.3	909.84
18870.0	-8.24	-74.2	815.75
18877.0	-46.07	-172.66	942.33
18885.0	9.21	-239.58	743.0
18893.0	-80.51	-678.01	985.98
18901.0	43.65	-1246.9	1290.07
18909.0	4.36	-1958.38	2318.72
18917.0	-131.43	-2754.73	2563.16
18926.0	371.99	-181.39	32.49
18933.0	10.18	422.42	538.34
18940.0	150.35	167.32	941.36
18948.0	23.76	-938.45	1577.18
18956.0	116.88	-1554.87	83.9
18964.0	162.47	-1097.53	527.67
18972.0	123.67	-454.43	1044.18
18980.0	217.76	-230.37	919.54
18988.0	278.87	-480.14	1066.49
18996.0	404.48	-1124.2	703.23
19003.0	342.4	-1560.69	1366.69
19011.0	391.38	-1425.38	646.97
19019.0	370.05	-1075.22	1052.91
19028.0	363.26	-934.09	849.21
19035.0	311.36	-1105.29	694.99
19043.0	269.65	-1386.58	674.62
19051.0	249.28	-1502.98	582.47
19059.0	198.84	-1380.76	992.77
19068.0	232.79	-1195.49	622.72
19074.0	193.51	-1153.3	1095.59
19082.0	164.41	-1213.92	957.36
19090.0	85.84	-1300.25	1132.45
19098.0	57.23	-1221.2	984.52
19106.0	4.36	-964.15	836.12
19114.0	-184.3	-652.31	2590.8
