Time	Yaw	Pitch	Roll
181904.0	-906.93	-355.5	4103.96
181960.0	-281.29	-981.61	1536.92
182014.0	-122.7	-250.74	518.45
182069.0	80.02	-490.32	798.29
182124.0	386.05	-161.5	844.36
182180.0	336.1	697.9	822.54
182234.0	-31.52	1117.41	1034.48
182289.0	-364.71	1080.55	611.57
182343.0	-849.7	2015.61	2077.2
182398.0	1160.09	97.48	990.34
182453.0	223.09	94.57	1114.99
182508.0	-45.1	174.11	840.0
182563.0	12.12	36.37	1022.35
182618.0	-219.7	228.91	1191.13
182673.0	-630.97	228.43	834.18
182727.0	-289.05	300.21	934.57
182783.0	193.51	492.26	1428.29
182837.0	477.23	380.23	731.36
182892.0	1417.13	513.12	824.96
182947.0	381.68	748.34	1019.93
183003.0	-425.33	-601.38	2692.16
183058.0	-766.76	-737.18	1562.63
183113.0	-314.76	-391.87	1220.23
183167.0	-51.89	-462.19	166.35
183221.0	341.43	-329.31	1126.63
183276.0	335.13	562.59	1008.77
183331.0	192.05	1133.42	1152.33
183386.0	-169.26	1269.21	189.63
183441.0	-174.11	2229.0	1563.11
183496.0	1368.63	606.23	1001.5
183550.0	593.62	-131.43	1225.56
183605.0	-11.64	-41.22	1143.6
183660.0	-148.89	48.5	939.91
183715.0	-332.7	164.9	1092.19
183770.0	-371.5	470.44	1038.36
183825.0	-341.43	344.34	1247.87
183879.0	108.15	587.8	990.34
183934.0	180.9	-250.25	709.54
183989.0	397.2	400.11	702.26
184044.0	1158.63	662.49	660.55
184099.0	-315.73	603.32	992.28
184154.0	-580.53	399.14	3882.32
184209.0	-168.78	43.16	1415.68
184264.0	-254.13	-130.95	-415.63
184318.0	16.0	-668.8	1485.52
184373.0	233.28	-7.76	331.25
184428.0	313.3	589.26	633.39
184483.0	132.4	1098.98	1171.73
184538.0	-96.03	1292.98	861.82
184592.0	-479.17	2007.36	-218.24
184649.0	774.52	26.67	1173.67
184702.0	267.71	19.88	1048.54
184758.0	241.04	41.22	999.56
184812.0	160.53	102.33	1297.34
184867.0	84.87	292.93	1061.64
184922.0	-130.95	127.07	1093.16
184977.0	-422.91	247.34	891.41
185032.0	-321.55	211.94	817.2
185087.0	-18.91	262.38	1047.09
185141.0	258.5	526.21	1129.05
185196.0	866.19	491.78	778.4
185251.0	204.66	616.42	910.32
185306.0	-361.32	547.07	2094.66
185362.0	180.42	-842.42	2848.82
185415.0	-22.79	-223.09	941.85
185471.0	-49.95	-325.43	-111.55
185525.0	309.91	-364.23	1141.66
185580.0	365.68	289.54	365.2
185635.0	258.01	991.31	877.83
185691.0	-47.53	1410.34	339.98
185745.0	-262.38	1139.72	1732.86
185801.0	683.83	823.02	1090.74
185854.0	800.23	159.56	1141.66
185909.0	226.97	49.47	909.84
185964.0	91.66	66.44	1444.78
186019.0	-459.77	196.9	1213.44
186074.0	-701.29	285.66	896.74
186129.0	-512.15	240.55	856.97
186184.0	62.08	496.63	1388.03
186238.0	234.25	477.71	678.98
186293.0	447.16	561.13	919.54
186348.0	1372.51	429.7	1100.44
186403.0	-273.05	271.11	1229.44
186458.0	-378.78	-727.97	4119.48
186513.0	-444.25	-331.25	1239.63
186569.0	-62.56	-415.15	589.26
