Versión de firmware: v10.0
Time(ms), Yaw(º), Pitch(º), Roll(º), AccX(mg), AccY(mg), AccZ(mg)
5,111.67, -0.67, -1.67, -20.37, -150.35, 996.16;
13,111.54, -0.66, -1.71, -25.70, -149.38, 994.22;
21,111.40, -0.65, -1.75, -17.94, -154.71, 985.49;
29,111.26, -0.63, -1.80, -28.61, -155.20, 978.22;
37,111.11, -0.62, -1.84, -21.82, -158.11, 974.82;
45,110.98, -0.61, -1.88, -18.43, -164.41, 973.85;
52,110.84, -0.60, -1.92, -22.31, -162.47, 972.40;
60,110.71, -0.59, -1.95, -14.06, -153.74, 978.70;
68,110.58, -0.58, -1.99, -24.73, -158.11, 989.86;
76,110.44, -0.57, -2.03, -16.49, -154.23, 979.19;
84,110.30, -0.55, -2.07, -19.40, -157.62, 989.37;
92,110.15, -0.54, -2.11, -23.76, -158.59, 981.13;
100,110.02, -0.53, -2.15, -18.43, -157.14, 991.31;
108,109.88, -0.52, -2.20, -21.82, -152.29, 992.28;
115,109.74, -0.51, -2.26, -21.82, -138.22, 1004.89;
123,109.60, -0.49, -2.33, -19.88, -130.95, 1009.26;
131,109.46, -0.48, -2.42, -16.97, -123.19, 1016.53;
139,109.32, -0.46, -2.55, -20.85, -94.09, 1029.14;
147,109.16, -0.45, -2.73, -26.67, -48.50, 1113.05;
155,109.01, -0.44, -2.99, -23.28, 71.29, 1157.66;
163,108.84, -0.42, -3.32, 4.85, -253.65, 798.77;
171,108.68, -0.41, -3.72, -57.71, -407.87, 1209.07;
178,108.53, -0.38, -4.10, -5.82, -215.82, 1018.96;
186,108.37, -0.37, -4.43, -11.15, -262.38, 1168.33;
194,108.21, -0.34, -4.75, 17.94, -278.87, 1044.66;
202,108.05, -0.29, -5.01, -25.22, -113.00, 934.57;
210,107.90, -0.27, -5.28, -98.94, -75.17, 1215.86;
218,107.75, -0.22, -5.55, -43.65, -48.98, 969.97;
226,107.59, -0.20, -5.89, 82.93, -70.81, 922.93;
234,107.44, -0.17, -6.27, 66.44, -205.15, 1285.22;
242,107.30, -0.15, -6.57, 6.30, 237.16, 1561.66;
250,107.22, -0.15, -6.86, -41.71, 541.73, 1627.62;
258,107.16, -0.10, -6.98, -235.22, 612.54, 644.06;
265,107.11, -0.10, -7.30, -321.55, 319.12, 1135.84;
273,107.04, -0.08, -7.61, -538.82, -33.95, 1015.08;
281,106.93, -0.05, -7.91, -577.13, -737.18, 2095.63;
289,106.85, -0.07, -7.88, -540.76, 536.40, 1215.86;
297,106.72, -0.09, -7.87, -1082.98, -378.78, 1158.15;
305,106.57, -0.13, -7.78, -996.65, 168.29, 1992.81;
313,106.51, -0.18, -7.48, -727.00, 1006.83, 706.63;
321,106.54, -0.22, -6.97, -748.34, 745.91, 1277.46;
328,106.69, -0.29, -6.39, -709.05, 1828.89, 1890.97;
336,106.95, -0.41, -5.87, -505.84, 1137.30, 1815.31;
344,107.31, -0.59, -5.32, -461.22, 776.95, 1707.16;
352,107.79, -0.82, -4.71, -315.24, 819.63, 1437.99;
360,108.38, -1.07, -4.11, -277.41, 782.28, 1515.59;
368,109.08, -1.35, -3.51, -210.97, 714.87, 1013.62;
376,109.87, -1.64, -2.95, -171.69, 582.47, 578.10;
384,110.77, -1.90, -2.40, -185.75, 625.63, 195.93;
392,111.75, -2.12, -1.83, -199.33, 477.71, 475.29;
399,112.81, -2.32, -1.25, -178.96, 371.50, 299.24;
408,113.95, -2.50, -0.57, -174.60, 74.69, 153.26;
415,115.15, -2.67, 0.11, -196.90, 462.68, 65.96;
423,116.42, -2.81, 0.61, -175.08, 372.47, 90.21;
431,117.75, -2.98, 1.10, -180.42, 28.61, 269.17;
439,119.11, -3.14, 1.61, -206.60, 71.78, 709.54;
447,120.49, -3.24, 2.15, -88.75, -123.19, 382.17;
455,121.87, -3.32, 2.66, -48.01, -193.02, 429.70;
462,123.26, -3.39, 3.29, -45.59, -366.17, 518.94;
470,124.65, -3.41, 3.91, -67.90, -670.74, 605.26;
478,125.98, -3.43, 4.60, -72.26, -509.72, 521.85;
486,127.24, -3.41, 5.07, 24.25, -199.81, 761.92;
494,128.47, -3.36, 5.31, 95.06, -863.28, 952.03;
502,129.64, -3.30, 5.58, -49.47, -452.98, 1129.05;
510,130.76, -3.22, 5.84, 27.16, -271.11, 1301.71;
518,131.78, -3.14, 6.04, 103.30, -802.65, -146.47;
525,132.71, -3.04, 6.25, 32.98, -744.46, 1317.71;
534,133.56, -2.94, 6.49, 39.28, -711.48, 1085.40;
541,134.31, -2.83, 6.74, 48.01, -872.49, 871.04;
549,134.98, -2.73, 6.76, 42.68, -944.27, 374.41;
557,135.53, -2.61, 6.97, -13.58, -987.92, 810.41;
565,135.98, -2.46, 7.13, -62.56, -855.52, 1118.87;
573,136.34, -2.34, 7.25, 39.77, -685.29, 302.15;
581,136.61, -2.21, 7.18, -39.28, -514.09, 962.70;
589,136.78, -2.10, 7.25, -90.21, -641.15, 513.60;
597,136.87, -1.99, 7.38, -83.90, -721.66, 390.90;
604,136.90, -1.83, 7.50, -38.31, -470.44, 866.19;
612,136.80, -1.78, 7.48, -183.81, -915.66, 2222.70;
620,136.64, -1.76, 7.49, 207.09, -434.06, 1623.25;
628,136.43, -1.69, 7.48, 149.86, -132.40, 3384.73;
636,136.13, -1.70, 7.36, 149.38, -518.45, 2847.85;
644,135.73, -1.75, 7.17, -987.92, 2153.34, 65.47;
652,135.36, -1.79, 6.92, -1141.18, 895.77, -3437.10;
660,135.02, -1.69, 6.25, -917.11, -774.52, 1004.41;
