Time	Yaw	Pitch	Roll
178004.0	578.1	645.52	901.59
178059.0	376.84	661.04	1150.87
178113.0	-412.24	512.63	2338.61
178168.0	-22.79	-132.89	3089.85
178223.0	-310.39	-50.44	760.46
178278.0	-299.72	-105.73	3.39
178333.0	66.93	-215.33	1050.0
178388.0	232.79	-222.12	914.69
178442.0	222.12	144.53	802.65
178497.0	127.07	702.26	995.19
178552.0	21.82	1688.24	1345.84
178607.0	328.82	1117.41	831.27
178662.0	816.72	1332.26	718.75
178717.0	772.1	609.63	974.82
178772.0	602.84	176.05	1303.16
178826.0	-595.56	215.82	1321.59
178881.0	-975.79	483.05	995.19
178936.0	-670.74	233.28	772.1
178991.0	-88.27	81.48	1250.3
179046.0	114.46	270.14	1174.64
179101.0	330.76	168.78	936.51
179156.0	128.52	123.19	1136.81
179210.0	55.77	185.75	825.45
179265.0	-75.17	154.23	904.5
179320.0	-61.59	378.78	1148.93
179375.0	-317.18	400.6	852.12
179430.0	31.52	309.91	581.5
179484.0	291.96	426.3	882.68
179539.0	951.55	333.67	1018.47
179594.0	-318.64	419.03	1002.47
179649.0	-351.62	313.79	2345.88
179704.0	362.77	-841.45	3030.69
179759.0	-468.98	-205.63	124.64
179813.0	-210.0	-312.33	474.32
179868.0	-106.21	-239.1	1343.9
179923.0	234.25	-36.86	865.22
179978.0	108.64	387.99	604.78
180033.0	192.05	574.71	1363.3
180088.0	87.78	894.8	775.49
180142.0	109.12	1145.05	1377.36
180198.0	118.82	1216.83	641.15
180252.0	66.93	1107.23	1241.08
180307.0	354.53	452.98	1315.77
180362.0	466.07	-3.39	1155.24
180417.0	-187.21	214.36	1036.9
180472.0	-108.15	-213.39	1094.13
180528.0	-416.12	171.69	985.49
180581.0	-540.76	91.18	905.96
180636.0	-428.73	105.24	1151.36
180691.0	4.85	133.86	1079.58
180746.0	160.53	143.56	847.76
180801.0	229.4	187.69	932.63
180855.0	243.95	285.17	958.82
180910.0	79.54	82.45	727.0
180965.0	-20.85	534.94	957.36
181020.0	-255.1	381.68	963.18
181075.0	-375.87	453.46	1199.86
181130.0	219.21	480.62	1297.34
181184.0	1238.17	383.14	710.02
181239.0	85.84	825.93	992.77
181294.0	-517.48	-209.03	3444.38
181349.0	-380.72	-354.53	649.88
181404.0	-293.9	-299.24	695.47
181459.0	-466.07	-308.45	638.73
181514.0	48.5	-129.49	1343.9
181568.0	409.33	259.95	50.44
181623.0	584.41	611.08	1350.69
181678.0	417.57	1156.69	202.72
181733.0	218.73	1405.49	1646.05
181788.0	356.47	1271.15	762.89
181843.0	-210.48	1225.08	922.45
181898.0	549.01	-290.99	1156.21
181952.0	-14.06	-128.04	1226.53
182007.0	-94.57	580.53	931.18
182062.0	-304.09	318.64	995.19
