Versión de firmware: v10.0
Time(ms), Yaw(º), Pitch(º), Roll(º), AccX(mg), AccY(mg), AccZ(mg)
6,-63.73, 3.68, 23.80, -1463.21, -1415.19, 1455.45;
14,-63.42, 4.53, 23.16, -497.11, -692.56, 2337.64;
21,-63.13, 5.42, 22.14, -90.21, -346.77, 750.76;
29,-62.97, 6.26, 21.00, -488.38, -450.55, 2221.24;
37,-62.84, 7.16, 20.14, -183.33, -92.63, 1696.97;
45,-62.82, 7.97, 19.63, -80.99, -218.24, 2242.58;
54,-62.90, 8.67, 19.29, 15.03, -151.32, 2649.00;
61,-63.03, 9.37, 18.95, -33.46, -131.43, 831.27;
68,-63.58, 9.85, 18.68, -663.95, 462.68, 3359.51;
76,-64.27, 9.92, 18.07, -76.14, 68.87, 5369.29;
84,-65.10, 9.36, 17.71, 625.15, 785.68, 4956.08;
92,-65.61, 9.71, 17.30, 1113.53, -520.39, 797.80;
100,-66.09, 9.61, 16.55, 780.83, 904.50, 15565.18;
109,-66.18, 9.65, 16.14, 734.27, -506.33, 16.97;
115,-66.28, 9.54, 15.14, -561.13, -1893.88, -3775.14;
123,-66.65, 9.50, 14.20, -118.82, -619.33, 1723.16;
131,-66.97, 9.43, 13.65, -272.08, -722.15, 2408.93;
139,-67.29, 9.40, 13.14, -522.33, -201.27, 3088.88;
147,-67.60, 9.41, 12.72, -1272.12, -239.58, 2360.43;
155,-67.90, 9.42, 12.62, -897.71, -166.35, 1703.28;
163,-68.18, 9.44, 12.63, -69.35, -71.29, 671.71;
170,-68.47, 9.46, 12.60, 1042.72, 223.09, 1127.60;
178,-68.75, 9.48, 12.51, 1329.84, 242.98, 1080.07;
186,-69.03, 9.50, 12.35, 1240.11, 129.98, 966.58;
194,-69.31, 9.51, 12.11, 1366.69, 112.52, 1127.60;
202,-69.58, 9.53, 11.90, 1025.26, 39.28, 1073.28;
210,-69.85, 9.55, 11.70, -86.33, -114.94, 1388.52;
217,-70.12, 9.53, 11.56, -23.28, 154.23, 984.52;
225,-70.39, 9.55, 11.22, -273.05, -108.15, 2156.25;
233,-70.65, 9.55, 10.95, -53.35, -18.43, 996.16;
241,-70.90, 9.53, 10.74, -5.33, 267.23, 953.97;
250,-71.14, 9.53, 10.45, -39.28, 318.15, 887.53;
257,-71.39, 9.52, 10.10, -15.03, 26.67, 923.42;
264,-71.64, 9.54, 9.75, -69.84, -117.85, 1203.74;
272,-71.87, 9.59, 9.34, -75.66, 123.67, 469.95;
280,-72.11, 9.60, 9.09, -37.34, -0.48, 1102.86;
288,-72.33, 9.62, 9.05, 27.64, 823.99, 699.84;
296,-72.56, 9.63, 8.92, -53.35, -100.39, 1113.05;
303,-72.79, 9.62, 8.85, -41.22, 0.48, 1050.97;
311,-73.01, 9.61, 8.82, -40.74, 80.51, 1031.57;
319,-73.22, 9.59, 8.78, -37.83, 57.23, 1032.05;
327,-73.43, 9.58, 8.74, -41.71, 57.23, 1036.42;
335,-73.63, 9.57, 8.71, -33.46, 49.47, 1034.48;
343,-73.84, 9.55, 8.68, -36.86, 61.11, 1030.60;
351,-74.06, 9.54, 8.65, -33.46, 67.41, 1053.39;
358,-74.26, 9.52, 8.62, -38.31, 69.35, 1035.45;
366,-74.47, 9.51, 8.58, -35.40, 70.32, 1039.33;
374,-74.67, 9.49, 8.54, -38.31, 72.75, 1039.81;
382,-74.87, 9.48, 8.49, -31.04, 68.38, 1022.35;
390,-75.07, 9.47, 8.42, -37.83, 68.38, 1028.66;
398,-75.27, 9.48, 8.33, -85.36, 66.44, 1110.62;
405,-75.47, 9.47, 8.18, -39.77, 103.79, 1080.07;
413,-75.67, 9.48, 8.03, -47.53, -182.36, 1078.61;
421,-75.85, 9.50, 7.83, -160.05, 91.66, 1226.05;
429,-76.05, 9.52, 7.64, -37.34, 380.23, 1219.26;
437,-76.24, 9.54, 7.42, -11.15, 132.40, 1100.44;
444,-76.43, 9.55, 7.16, -55.29, -127.07, 1727.04;
452,-76.61, 9.57, 6.93, -21.82, -58.68, 1091.22;
460,-76.80, 9.59, 6.69, -2.42, -277.41, 1117.41;
468,-76.98, 9.59, 6.48, -62.56, -49.95, 941.85;
476,-77.16, 9.58, 6.32, -41.22, -77.11, 1031.57;
484,-77.33, 9.59, 5.97, -48.01, 1167.36, 226.97;
