Time	Yaw	Pitch	Roll
120007.0	323.97	-305.06	1756.14
120014.0	283.72	-310.88	377.81
120022.0	269.65	-364.71	-175.08
120030.0	266.26	-443.28	1298.8
120037.0	390.41	-505.84	1701.34
120046.0	458.31	-529.12	916.14
120053.0	336.1	-557.25	472.86
120061.0	218.24	-531.06	540.28
120069.0	317.18	-518.45	931.66
120077.0	409.33	-625.15	1426.83
120085.0	346.28	-676.07	1419.07
120094.0	245.4	-618.84	324.94
120101.0	500.02	856.0	-503.42
120109.0	791.5	-4.85	2794.98
120116.0	523.3	-746.4	2147.52
120124.0	318.15	-397.69	-1239.14
120132.0	98.45	-1276.0	339.01
120140.0	116.4	-1436.05	690.62
120148.0	335.61	-730.88	2843.48
120156.0	376.35	-611.08	515.54
120165.0	427.76	-1009.74	433.58
120172.0	29.58	-1423.92	2070.9
120180.0	353.07	-1492.79	-142.1
120188.0	390.9	-1380.27	2160.62
120195.0	395.75	-1135.36	1554.87
120204.0	265.29	-974.34	1357.96
120211.0	287.11	-1058.24	-377.32
120219.0	369.56	-1358.93	1504.92
120227.0	174.11	-1525.29	3192.67
120235.0	519.91	-1296.86	1513.16
120243.0	421.45	-1439.44	-251.71
120251.0	427.27	-1007.32	-710.99
120258.0	-278.38	-1403.55	1445.26
120266.0	212.42	-856.49	-234.73
120274.0	219.7	-1387.55	379.75
120282.0	30.55	-1588.82	3394.43
120290.0	250.74	-1335.65	217.27
120298.0	-492.26	-1257.09	1481.15
120306.0	-597.02	-1663.02	1395.79
120313.0	-806.05	-920.99	1459.81
120321.0	-631.45	-1421.5	1775.54
120329.0	-785.19	-793.44	1757.11
120337.0	-658.13	-1174.64	1231.87
120345.0	-410.3	-872.01	1134.39
120353.0	-6.79	-775.49	1345.35
120361.0	233.76	-528.64	932.63
120369.0	465.1	-625.15	786.16
120377.0	258.5	-218.24	1724.61
120385.0	154.71	-54.8	624.66
120392.0	622.72	-239.1	1095.59
120401.0	695.47	-243.95	688.68
120408.0	585.38	-154.23	1285.7
120416.0	316.7	18.91	890.92
120424.0	213.39	-35.4	1191.13
120432.0	151.8	-161.5	588.77
120440.0	192.05	-126.1	1086.37
120448.0	92.63	-145.01	987.43
120455.0	13.58	-177.02	1233.32
120464.0	-80.02	-81.96	1230.9
120472.0	-327.85	154.23	1137.3
120479.0	-288.57	186.24	1059.21
120488.0	-299.72	-39.28	718.27
120495.0	-218.24	-126.1	1387.55
120503.0	-505.84	341.43	2648.03
120511.0	-576.16	-93.12	647.94
120519.0	-346.28	-111.55	773.55
120527.0	-314.76	-200.78	1002.47
120535.0	-292.93	-187.21	889.47
120542.0	-319.61	-172.66	1014.11
120550.0	-289.54	-148.89	920.99
120558.0	-193.02	-35.89	1267.76
120566.0	-269.65	-106.7	1014.59
120574.0	-266.26	-221.15	1027.69
120582.0	-296.81	-93.12	1083.95
120590.0	-322.52	-125.13	713.42
120598.0	-369.08	-104.27	1437.02
120605.0	-307.0	-145.98	1089.77
120614.0	-348.71	-26.67	964.15
120621.0	-279.84	-359.38	949.12
120629.0	-355.5	-67.9	1278.91
120637.0	-347.25	-159.08	828.84
120645.0	-353.07	65.47	879.77
120654.0	-304.57	42.19	633.39
120661.0	-310.88	20.37	1289.1
120669.0	-257.53	70.81	618.36
120676.0	-154.23	-297.3	712.45
120684.0	-158.59	-454.43	949.61
120692.0	-190.6	-631.94	886.56
120700.0	-82.45	-631.94	1279.88
120708.0	-32.98	-267.23	811.87
120716.0	-62.08	-284.2	1068.91
120724.0	82.93	-377.32	1059.7
120732.0	52.86	-245.89	1185.31
120739.0	-58.68	-289.05	1064.06
120748.0	-117.37	-201.75	1146.99
120755.0	146.95	-271.11	933.6
120763.0	154.23	-360.35	1052.42
120771.0	213.39	-480.62	920.99
120779.0	271.59	-425.82	791.5
120787.0	320.58	-276.44	864.25
120795.0	323.0	-212.42	862.31
120803.0	211.45	-521.85	1049.51
120811.0	213.39	-286.14	1025.26
120818.0	149.86	-651.82	1157.66
120826.0	163.44	-434.06	920.51
120835.0	150.35	-300.21	1043.21
120842.0	110.09	-763.85	783.74
120850.0	231.34	-473.83	850.18
120858.0	291.96	-217.27	726.03
120866.0	451.52	-180.9	1009.74
120874.0	452.49	-724.09	916.14
120881.0	318.15	-586.83	810.41
120889.0	292.93	-732.82	770.16
120897.0	187.21	-470.44	596.05
120905.0	88.75	-433.09	755.61
120913.0	-28.61	-306.51	1165.91
120921.0	32.98	-422.91	877.34
120929.0	97.48	-251.71	418.54
120937.0	155.68	-323.49	519.42
120945.0	137.25	-571.32	1012.17
120952.0	-64.5	-393.32	836.12
120960.0	-178.96	-414.18	995.19
120968.0	-193.51	-644.55	306.03
120976.0	-156.65	-307.0	674.62
120984.0	-68.87	-415.63	584.41
120992.0	-7.27	-193.51	1217.32
121001.0	-194.96	-477.71	745.91
121008.0	-101.85	-366.17	823.99
121016.0	-10.67	-139.68	1212.95
