Time	Yaw	Pitch	Roll
56952.0	334.64	807.02	1251.27
57008.0	-577.62	346.77	2516.11
57062.0	-174.11	407.87	1613.07
57117.0	-83.9	-11.15	713.9
57173.0	-639.7	-288.08	776.46
57228.0	-565.98	-633.88	1146.51
57283.0	-485.47	-1066.0	1061.64
57338.0	-276.93	-1178.52	859.88
57393.0	-176.54	-1230.9	806.05
57449.0	0.48	-1146.51	643.58
57504.0	25.22	-661.52	944.27
57559.0	-1103.83	208.06	1604.34
57614.0	80.02	39.77	1037.87
57669.0	131.92	-161.02	858.91
57725.0	-428.24	-172.17	1127.11
57780.0	-646.49	-156.65	1017.99
57835.0	-437.94	-219.21	1055.82
57890.0	-219.21	-221.64	937.0
57945.0	83.42	-261.89	1045.63
58001.0	395.26	-332.7	974.82
58056.0	398.66	-340.46	964.64
58111.0	517.97	-425.82	1017.02
58166.0	396.23	-692.56	759.49
58221.0	-84.39	75.66	639.21
58277.0	-739.12	-269.65	981.13
58332.0	-287.11	-491.78	569.38
58387.0	293.42	-496.14	813.32
58443.0	1010.23	-607.69	1018.96
58498.0	-283.23	-725.54	808.47
58553.0	-904.99	-728.94	2745.51
58608.0	-290.99	214.36	2529.69
58663.0	-208.54	600.9	649.4
58718.0	-39.77	92.63	325.91
58774.0	93.12	32.98	1297.83
58829.0	168.78	-32.98	439.4
58884.0	251.71	-419.03	856.97
58939.0	249.77	-588.77	984.52
58994.0	348.71	-860.85	1034.48
59050.0	420.97	-1031.57	1310.44
59105.0	378.78	-1017.99	1593.18
59160.0	-945.24	-1212.47	1416.16
59215.0	325.43	-218.24	1287.64
59271.0	-314.76	-283.72	895.29
59326.0	-517.0	-349.19	926.81
59381.0	-315.24	15.03	1044.18
59436.0	-165.87	115.91	1005.86
59492.0	14.06	-280.32	1061.15
59547.0	9.7	-359.38	916.14
59602.0	267.71	-203.69	1027.69
59657.0	133.37	-417.57	853.09
59713.0	10.18	-572.77	728.94
59768.0	-83.42	-411.27	1072.79
59823.0	18.43	-494.2	567.44
59878.0	670.25	-471.89	1033.51
59933.0	1486.97	-524.76	852.12
59988.0	-535.43	-727.48	890.44
60044.0	-1398.7	137.25	3405.58
60099.0	-701.78	479.65	1292.49
60154.0	-517.0	591.2	-31.04
60209.0	-10.67	394.78	1190.64
60264.0	149.38	192.54	-73.23
