Time	Yaw	Pitch	Roll
56953.0	-247.83	160.05	1190.64
56961.0	-384.59	73.72	1389.97
56969.0	-279.84	-57.71	1077.64
56977.0	-234.73	328.34	993.74
56985.0	-173.63	-37.34	1059.21
56992.0	-110.09	195.93	953.97
57000.0	-38.8	341.43	1593.67
57008.0	-60.14	375.87	999.56
57016.0	-24.25	23.28	1147.48
57024.0	-132.89	15.03	728.94
57032.0	-279.84	85.36	1231.87
57039.0	-175.57	483.53	1227.02
57047.0	-174.11	502.45	1185.31
57055.0	-256.56	605.26	993.74
57063.0	-258.5	254.62	1155.24
57071.0	-180.42	326.4	1035.45
57078.0	-174.6	61.11	1146.51
57086.0	-117.85	181.87	1128.57
57094.0	-51.41	44.13	975.31
57102.0	49.47	177.51	1058.24
57110.0	59.65	225.52	1008.29
57118.0	77.6	88.75	1382.7
57125.0	165.87	303.12	1039.81
57133.0	286.14	168.78	900.62
57141.0	283.23	420.48	1260.97
57149.0	246.37	278.38	1538.86
57158.0	130.95	170.72	1077.64
57165.0	230.85	220.18	1598.52
57173.0	210.97	260.92	838.06
57180.0	242.98	-217.27	1078.61
57188.0	264.8	225.52	845.33
57196.0	302.15	78.57	988.4
57204.0	307.97	281.29	977.73
57212.0	262.38	256.56	1308.98
57219.0	137.74	293.9	1071.34
57227.0	286.63	408.36	792.95
57235.0	185.75	329.79	1283.76
57243.0	186.24	316.7	857.94
57251.0	275.96	170.23	722.63
57259.0	186.72	326.4	1592.21
57266.0	142.1	288.57	909.84
57274.0	99.42	145.5	854.55
57282.0	51.41	6.3	921.96
57290.0	12.61	188.18	1164.45
57298.0	-54.32	600.41	1184.82
57306.0	-84.87	97.48	1249.33
57313.0	-15.03	276.44	1214.89
57321.0	-1.45	203.21	892.38
57329.0	-13.09	335.61	1253.21
57337.0	90.21	138.22	1387.06
57345.0	124.64	385.56	1276.49
57353.0	183.33	252.68	904.02
57360.0	166.35	160.53	1021.38
57368.0	340.46	214.85	293.42
57376.0	371.02	132.4	1344.87
57384.0	132.4	94.57	988.89
57392.0	122.22	60.62	931.18
57400.0	139.19	-164.41	1305.59
57408.0	186.72	366.17	1057.27
57415.0	160.05	92.15	1026.72
57423.0	96.03	142.1	914.69
57431.0	171.69	-44.13	1151.84
57439.0	51.89	382.17	1069.4
57447.0	-158.59	218.24	1283.76
57455.0	-319.12	622.24	1559.23
57462.0	-152.77	321.55	1178.03
57470.0	12.61	337.55	694.99
57479.0	-248.8	512.15	1076.19
57486.0	-218.73	177.99	1285.7
57494.0	-278.87	181.87	1158.15
57501.0	-534.46	703.23	1171.24
57509.0	-353.07	308.94	496.14
57517.0	-188.18	993.74	1030.6
57525.0	-174.11	120.76	650.85
57533.0	-47.04	597.02	803.14
