Versión de firmware: v10.0
Time(ms), Yaw(º), Pitch(º), Roll(º), AccX(mg), AccY(mg), AccZ(mg)
6,-97.51, 10.81, 10.22, 760.46, 419.51, -276.44;
13,-96.56, 10.23, 10.69, 677.53, 23.76, 2168.86;
21,-95.60, 9.79, 11.14, 1032.54, -72.75, 1794.94;
29,-94.65, 9.26, 11.54, 886.56, -339.01, 1485.03;
38,-93.70, 8.84, 11.94, 760.46, -244.43, 2148.98;
45,-92.74, 8.45, 12.18, 335.61, 40.74, 726.03;
53,-91.78, 8.14, 12.33, 469.47, 115.91, 2322.12;
61,-90.84, 7.86, 12.32, 493.23, 174.11, 1550.99;
68,-89.93, 7.57, 12.27, 479.65, -122.70, 2699.92;
76,-89.03, 7.33, 12.20, 308.45, -74.20, 575.19;
84,-88.17, 7.12, 12.12, 161.02, -282.26, 1314.32;
93,-87.32, 7.00, 12.07, 239.10, -156.65, 1133.90;
100,-86.52, 6.85, 12.02, 317.67, -19.40, 1595.12;
107,-85.76, 6.72, 11.96, 380.23, 54.80, 1654.78;
115,-85.04, 6.58, 11.87, 206.12, 22.79, 643.09;
123,-84.37, 6.45, 11.68, 184.30, -51.41, 967.06;
131,-83.74, 6.41, 11.52, 261.41, -162.96, 639.70;
139,-83.16, 6.36, 11.33, 384.11, -155.20, 2101.45;
147,-82.63, 6.21, 11.04, 404.48, -107.67, 874.43;
154,-82.16, 6.09, 10.78, 286.63, 4.36, 1044.66;
162,-81.75, 6.10, 10.60, 210.48, 16.97, 652.31;
170,-81.40, 6.13, 10.53, 258.50, -17.94, 1304.62;
179,-81.11, 6.17, 10.53, 348.71, -67.90, 1432.65;
186,-80.89, 6.18, 10.58, 306.03, -128.52, 1179.49;
194,-80.72, 6.21, 10.63, 179.45, -139.68, 1157.18;
201,-80.59, 6.27, 10.69, 136.77, -114.46, 546.10;
209,-80.52, 6.35, 10.73, 173.14, -79.54, 1689.70;
217,-80.49, 6.42, 10.75, 210.48, -60.62, 1550.02;
225,-80.52, 6.47, 10.75, 131.43, -60.14, 1643.14;
233,-80.57, 6.55, 10.75, 39.77, -84.39, 715.84;
241,-80.66, 6.64, 10.78, -48.98, -75.66, 1150.87;
248,-80.77, 6.75, 10.83, -47.04, -51.89, 1161.54;
256,-80.92, 6.81, 10.89, -41.22, -17.94, 1040.78;
264,-81.09, 6.88, 11.06, -87.78, -62.08, 617.87;
272,-81.29, 6.95, 11.25, -164.41, -22.31, 53.83;
280,-81.49, 7.02, 11.44, -239.10, 11.64, 681.89;
288,-81.73, 7.05, 11.60, -224.55, -98.94, 1119.84;
296,-81.98, 7.04, 11.73, -216.30, -136.77, 1768.26;
303,-82.25, 7.00, 11.84, -236.67, -134.34, 1239.14;
311,-82.51, 6.94, 11.92, -282.26, -108.64, 1417.62;
319,-82.76, 6.86, 11.98, -292.93, -105.24, 1391.91;
327,-83.01, 6.73, 11.99, -270.14, -85.84, 1315.29;
334,-83.24, 6.69, 11.86, -173.63, -145.50, 991.31;
342,-83.42, 6.70, 11.70, -154.23, -83.42, 292.93;
350,-83.58, 6.74, 11.49, -259.95, -0.97, 665.40;
358,-83.72, 6.82, 11.29, -323.49, -8.24, -93.60;
366,-83.84, 6.96, 11.15, -396.72, 39.28, 48.01;
374,-83.95, 7.11, 11.05, -401.57, 113.00, 689.65;
382,-84.06, 7.28, 10.96, -292.93, 86.81, 845.82;
389,-84.16, 7.47, 10.90, -285.17, 130.46, 980.64;
397,-84.25, 7.62, 10.81, -380.72, 180.90, 1117.90;
405,-84.35, 7.63, 10.75, -321.06, 253.16, 2269.26;
413,-84.44, 7.61, 10.69, -177.51, 306.03, 1692.61;
421,-84.51, 7.63, 10.59, -219.21, 124.16, 1229.44;
429,-84.59, 7.57, 10.32, -681.41, -30.07, 461.71;
436,-84.65, 7.55, 10.22, -519.42, -54.80, -320.58;
444,-84.67, 7.61, 10.23, -536.88, 146.95, 171.20;
452,-84.68, 7.62, 10.21, -578.10, 163.44, 2357.52;
460,-84.69, 7.57, 10.06, -431.64, 44.13, 1712.01;
468,-84.72, 7.67, 9.91, -682.86, -82.45, 573.74;
476,-84.74, 7.65, 9.80, -889.47, -185.75, 812.84;
483,-84.75, 7.63, 9.68, -965.61, -133.86, 1816.76;
491,-84.75, 7.59, 9.59, -1033.02, -25.22, 1693.58;
499,-84.80, 7.59, 9.65, -1167.85, 91.66, 1310.92;
507,-84.87, 7.58, 9.63, -1185.31, 158.11, 1800.76;
515,-84.90, 7.55, 9.50, -1132.45, -544.64, 1481.64;
523,-84.94, 7.54, 9.48, -1212.47, 435.52, 1571.84;
530,-84.98, 7.55, 9.48, -194.96, 583.92, 2106.78;
538,-85.02, 7.55, 9.42, -40.25, 182.84, 987.92;
546,-85.06, 7.54, 9.33, -21.82, 185.75, 1030.60;
554,-85.10, 7.53, 9.20, -12.12, 275.47, 948.64;
562,-85.15, 7.53, 8.93, 3.39, 500.51, 422.91;
570,-85.20, 7.53, 8.55, -205.15, 208.54, -243.95;
577,-85.23, 7.54, 8.20, -117.37, 376.84, 840.00;
585,-85.28, 7.53, 7.82, 73.72, -65.96, 1259.03;
593,-85.33, 7.55, 7.39, -107.67, -64.99, 1072.31;
601,-85.36, 7.55, 7.06, -42.19, -17.46, 1066.00;
610,-85.39, 7.56, 6.82, 331.25, 385.56, -265.29;
616,-85.42, 7.57, 6.46, -48.98, 153.26, 1303.65;
624,-85.46, 7.59, 6.22, -59.17, -110.58, 1114.99;
632,-85.49, 7.59, 6.08, -40.25, 64.99, 1033.99;
640,-85.51, 7.58, 5.96, -33.95, 163.93, 980.64;
648,-85.54, 7.66, 5.56, -421.94, 322.03, -805.56;
656,-85.58, 7.69, 5.20, -167.32, -276.44, 1206.16;
663,-85.61, 7.70, 5.03, -50.92, -173.63, 1119.84;
671,-85.63, 7.70, 4.95, -40.74, 19.40, 1043.21;
679,-85.64, 7.69, 4.91, -36.37, 104.76, 1019.93;
687,-85.65, 7.68, 4.85, -45.10, 94.57, 1037.87;
695,-85.67, 7.68, 4.78, -40.74, 115.43, 1020.90;
703,-85.67, 7.67, 4.67, -14.06, 208.54, 959.79;
711,-85.71, 7.69, 4.28, -77.60, -587.32, 769.19;
718,-85.73, 7.71, 4.15, -74.69, -183.33, 1106.26;
726,-85.75, 7.70, 4.10, -48.50, 20.37, 1051.45;
734,-85.76, 7.70, 4.06, -43.16, 96.51, 1028.66;
742,-85.77, 7.69, 4.01, -46.56, 58.68, 1036.42;
750,-85.78, 7.68, 3.98, -41.22, 60.62, 1035.93;
758,-85.78, 7.68, 3.95, -45.59, 82.45, 1033.51;
766,-85.79, 7.67, 3.92, -52.38, 64.02, 1036.90;
773,-85.79, 7.67, 3.89, -41.22, 69.84, 1030.60;
781,-85.79, 7.67, 3.87, -50.92, 75.66, 1034.96;
789,-85.80, 7.66, 3.84, -43.65, 73.72, 1031.57;
797,-85.80, 7.66, 3.82, -44.62, 67.90, 1032.54;
805,-85.81, 7.65, 3.79, -42.68, 70.32, 1030.11;
812,-85.81, 7.64, 3.76, -43.65, 80.51, 1029.63;
820,-85.81, 7.64, 3.72, -46.07, 82.45, 1028.17;
828,-85.81, 7.63, 3.67, -38.80, 113.00, 1021.38;
836,-85.83, 7.64, 3.15, -497.11, -1169.30, -511.18;
844,-85.85, 7.64, 2.91, -71.29, 45.59, 1004.41;
852,-85.87, 7.64, 2.77, -49.95, -109.61, 1059.70;
859,-85.87, 7.64, 2.71, -43.65, 44.62, 1038.84;
867,-85.87, 7.63, 2.64, -35.89, 121.73, 1037.87;
875,-85.88, 7.66, 2.29, 659.10, 976.28, 1477.76;
883,-85.90, 7.68, 2.05, -20.85, 148.41, 1245.45;
891,-85.91, 7.70, 1.92, -69.84, -360.83, 1147.48;
899,-85.91, 7.70, 1.89, -45.10, 37.34, 1029.63;
907,-85.92, 7.69, 1.85, -43.65, 69.84, 1037.87;
914,-85.92, 7.69, 1.80, -45.59, 34.92, 1032.54;
922,-85.93, 7.68, 1.75, -49.47, 47.53, 1036.42;
930,-85.92, 7.68, 1.70, -46.56, 69.35, 1032.05;
938,-85.92, 7.67, 1.62, -21.82, 159.56, 1015.56;
946,-85.92, 7.73, 1.27, -83.42, -125.13, 3244.56;
954,-85.91, 7.76, 0.87, -131.43, 398.17, 1110.14;
961,-85.95, 7.79, 0.67, -70.81, 1017.02, 553.86;
969,-85.96, 7.79, 0.43, -57.71, -135.31, 1072.31;
977,-85.96, 7.79, 0.33, -63.05, -73.72, 1043.21;
986,-85.95, 7.79, 0.30, -48.50, -2.91, 1035.45;
993,-85.93, 7.78, 0.27, -48.50, 29.10, 1034.96;
1000,-85.92, 7.78, 0.23, -48.01, 66.93, 1035.93;
1008,-85.90, 7.77, 0.14, -22.79, 204.66, 1018.96;
1016,-85.90, 7.81, -0.19, -46.56, 299.72, 665.40;
1024,-85.91, 7.84, -0.70, -130.46, -930.21, 1455.93;
1032,-85.92, 7.87, -1.19, -68.87, -214.85, 1129.05;
