Versión de firmware: v10.0
Time(ms), Yaw(º), Pitch(º), Roll(º), AccX(mg), AccY(mg), AccZ(mg)
3,119.72, 6.05, 1.38, -70.81, -39.77, 990.34;
11,119.71, 6.04, 1.37, -71.29, -39.28, 988.89;
19,119.71, 6.04, 1.35, -77.11, -43.16, 992.28;
27,119.71, 6.04, 1.34, -73.23, -42.68, 991.31;
34,119.73, 6.04, 1.32, -72.75, -43.65, 988.40;
42,119.74, 6.03, 1.31, -76.14, -40.74, 991.80;
50,119.73, 6.03, 1.30, -73.23, -45.59, 993.25;
58,119.72, 6.03, 1.29, -75.66, -44.13, 987.92;
66,119.72, 6.03, 1.29, -71.29, -47.04, 991.31;
74,119.73, 6.02, 1.29, -70.81, -47.04, 988.40;
82,119.73, 6.02, 1.28, -77.60, -36.86, 990.34;
90,119.74, 6.02, 1.28, -74.69, -39.77, 989.37;
98,119.75, 6.02, 1.28, -71.78, -40.74, 989.86;
106,119.75, 6.02, 1.28, -73.23, -41.71, 992.28;
113,119.75, 6.01, 1.28, -71.78, -42.68, 988.40;
121,119.74, 6.01, 1.27, -77.60, -38.31, 988.89;
129,119.74, 6.01, 1.27, -70.81, -45.59, 988.89;
137,119.75, 6.00, 1.27, -73.23, -41.22, 986.46;
145,119.74, 6.00, 1.26, -80.99, -39.28, 987.43;
153,119.74, 6.00, 1.26, -69.84, -42.68, 991.31;
161,119.75, 6.00, 1.25, -72.75, -38.80, 988.89;
169,119.75, 6.00, 1.24, -76.14, -39.77, 991.80;
176,119.75, 5.99, 1.24, -74.20, -36.86, 988.40;
184,119.74, 5.99, 1.23, -74.20, -39.28, 993.25;
192,119.74, 5.99, 1.23, -75.66, -41.22, 990.34;
200,119.74, 5.99, 1.22, -69.84, -41.22, 986.95;
208,119.73, 5.98, 1.20, -69.35, -43.16, 992.77;
216,119.73, 5.98, 1.19, -66.44, -39.28, 988.89;
224,119.73, 5.97, 1.17, -74.20, -39.77, 994.22;
232,119.73, 5.97, 1.14, -78.08, -35.40, 992.77;
240,119.73, 5.97, 1.10, -69.84, -30.07, 991.31;
247,119.72, 5.97, 1.06, -72.75, -37.34, 987.43;
255,119.71, 5.97, 1.01, -74.20, -38.31, 999.07;
263,119.70, 5.97, 0.95, -70.32, -32.49, 987.43;
271,119.70, 5.97, 0.88, -74.69, -32.01, 995.19;
279,119.70, 5.97, 0.81, -69.35, -19.88, 991.80;
287,119.70, 5.97, 0.71, -64.50, -53.35, 1049.51;
295,119.70, 5.99, 0.61, -70.32, -60.62, 1019.93;
303,119.69, 6.01, 0.53, -71.78, -54.32, 1049.51;
311,119.68, 6.03, 0.44, -78.08, -51.89, 1021.38;
319,119.68, 6.07, 0.36, -182.84, -6.30, 1309.47;
326,119.67, 6.10, 0.29, -87.30, -80.02, 1003.44;
334,119.66, 6.13, 0.22, -82.45, -78.08, 1004.41;
342,119.65, 6.16, 0.17, -56.26, -41.22, 1047.09;
350,119.65, 6.20, 0.12, -79.54, -51.41, 1014.59;
358,119.65, 6.24, 0.05, -210.97, 33.95, 1289.10;
366,119.64, 6.29, 0.01, -346.77, -166.35, 1366.69;
374,119.62, 6.35, -0.09, -744.94, -0.97, 1242.54;
382,119.62, 6.40, -0.12, -906.93, 194.48, 1554.38;
390,119.62, 6.46, -0.15, -1270.67, 183.33, 1161.06;
397,119.61, 6.53, -0.21, -1480.18, 1.45, 1418.59;
405,119.60, 6.61, -0.27, -1720.73, -126.10, 1052.42;
413,119.58, 6.70, -0.34, -1869.14, 113.00, 1196.95;
421,119.55, 6.79, -0.39, -1982.63, -22.79, 1648.96;
429,119.52, 6.87, -0.34, -1865.26, -64.50, 1211.01;
437,119.50, 6.99, -0.23, -1967.11, 65.96, 849.70;
445,119.48, 7.08, 0.04, -1964.68, 65.96, 1886.60;
453,119.44, 7.07, 0.56, -1800.27, -445.22, 906.93;
461,119.35, 7.02, 0.73, -1971.47, 378.78, -178.48;
468,119.24, 7.02, 0.61, -1847.80, 388.47, -791.98;
476,119.14, 7.01, 0.69, -1807.06, -182.36, -269.65;
484,119.06, 7.03, 0.81, -1741.59, 343.86, -3.39;
492,118.97, 7.10, 0.67, -1557.29, 317.67, 921.96;
500,118.85, 7.20, 0.29, -1404.04, -82.93, 1469.03;
508,118.76, 7.28, 0.18, -1278.43, 22.79, 2585.47;
516,118.66, 7.21, 0.24, -1067.94, -46.56, 2505.44;
524,118.59, 7.19, 0.75, -1049.51, 281.29, 2069.44;
532,118.52, 7.20, 1.20, -1055.33, 658.13, 1917.15;
539,118.44, 7.32, 1.17, -709.54, 515.54, 2159.16;
547,118.38, 7.49, 1.16, -512.15, 22.31, 2847.36;
555,118.34, 7.68, 1.50, -121.25, 44.13, 2568.01;
563,118.30, 7.93, 1.85, -151.32, 343.37, 2143.16;
571,118.29, 8.29, 2.03, -59.65, 388.47, 1613.55;
579,118.30, 8.77, 2.22, 32.98, 221.64, 1860.90;
587,118.33, 9.34, 2.46, 321.06, 236.19, 2276.53;
595,118.38, 9.99, 2.64, 430.18, 170.23, 2006.39;
603,118.44, 10.74, 2.78, 467.04, 12.12, 1384.64;
610,118.51, 11.51, 2.93, 468.01, 35.89, 958.33;
618,118.61, 12.56, 3.07, 520.88, 56.74, 1319.65;
626,118.71, 13.77, 3.22, 688.68, 19.40, 1262.91;
634,118.83, 15.08, 3.37, 742.52, 31.04, 1151.36;
642,118.95, 16.67, 3.40, 308.94, 161.02, -611.08;
651,119.06, 17.98, 3.47, 461.22, 284.20, 3030.69;
658,119.14, 19.32, 3.57, 29.10, -292.93, 4196.59;
666,119.14, 20.25, 3.67, 545.13, -86.33, 2021.91;
674,119.11, 20.94, 3.74, 878.31, 147.92, 3433.71;
682,119.05, 21.49, 3.86, 796.35, -78.08, 2637.85;
689,118.98, 22.02, 3.90, 1341.47, -138.71, 278.87;
698,118.89, 22.57, 3.94, 1361.36, -469.47, -309.42;
705,118.82, 23.38, 4.04, 1272.12, -172.66, 750.28;
713,118.75, 24.36, 4.12, 1470.97, -237.16, -1951.10;
721,118.67, 25.45, 4.25, 1140.69, -177.99, 126.10;
729,118.61, 26.66, 4.39, 1109.65, -48.98, 480.14;
737,118.53, 27.58, 4.52, 949.12, -95.06, 101.85;
745,118.45, 28.55, 4.68, 891.89, -123.67, 1311.89;
753,118.35, 29.37, 4.81, 586.35, -309.42, 1120.32;
761,118.23, 29.88, 4.89, 1095.10, -113.00, 180.42;
768,118.08, 30.22, 4.93, 1058.24, -258.98, 1714.92;
776,117.92, 30.42, 4.92, 1381.24, -58.20, 13.58;
784,117.76, 30.50, 4.95, 1658.17, -92.15, -232.31;
792,117.63, 30.61, 4.99, 1708.13, -33.95, -8.24;
800,117.50, 30.75, 5.03, 1638.29, -105.73, -948.15;
808,117.39, 30.91, 5.10, 1386.58, -80.02, -667.83;
816,117.28, 30.95, 5.08, 1004.89, -303.12, -191.57;
824,117.20, 31.09, 5.12, 803.62, -215.82, -734.76;
831,117.12, 31.13, 5.14, 562.10, -258.50, 475.77;
839,117.05, 31.05, 5.12, 509.72, -180.90, 91.18;
847,116.95, 30.76, 5.04, 548.52, -332.22, 506.33;
855,116.85, 30.32, 4.92, 813.32, -392.35, 681.41;
863,116.76, 29.74, 4.74, 1031.08, -300.21, 848.24;
871,116.68, 29.03, 4.51, 1270.18, -207.09, 526.70;
879,116.63, 28.29, 4.17, 1283.76, -432.12, 697.41;
887,116.57, 27.53, 3.77, 1427.80, -651.82, 245.40;
895,116.55, 26.81, 3.31, 1099.47, -383.62, 311.85;
903,116.49, 25.97, 2.67, 860.37, -365.20, -157.14;
910,116.49, 25.32, 2.02, 600.41, -593.62, 293.42;
918,116.50, 24.68, 1.22, 539.79, -612.05, 169.26;
926,116.51, 24.03, 0.22, 354.04, -872.49, 808.47;
934,116.52, 23.33, -0.96, 383.62, -778.89, 1059.21;
942,116.51, 22.53, -2.38, 453.46, -897.23, 1394.82;
951,116.50, 21.65, -3.97, 494.69, -790.04, 1518.50;
958,116.46, 20.69, -5.68, 533.00, -1008.29, 1647.99;
966,116.43, 19.73, -7.54, 467.04, -110.09, -77.60;
974,116.39, 18.72, -9.44, 381.20, -590.71, 2126.18;
981,116.32, 17.79, -11.14, 602.84, -920.02, 1332.26;
989,116.21, 16.87, -12.78, 381.20, -1141.18, 39.77;
997,116.01, 16.04, -14.38, -29.58, -944.27, 1728.49;
1006,115.72, 15.29, -15.86, 96.51, -696.93, 1165.42;
1013,115.36, 14.57, -17.10, 70.81, -424.36, 2081.08;
1021,114.96, 13.82, -18.07, 235.22, -132.89, 1356.51;
1029,114.52, 13.12, -18.79, -162.47, -177.99, 2382.26;
1037,114.02, 12.47, -19.28, -241.52, -209.03, 642.61;
1045,113.48, 11.86, -19.45, -232.79, -325.43, 1479.21;
1052,112.92, 11.28, -19.35, -197.87, -190.60, 2574.31;
1060,112.35, 10.69, -19.44, -272.56, 307.97, 2124.24;
1068,111.77, 10.10, -19.78, -444.25, 70.32, 1548.56;
1076,111.27, 9.58, -19.32, -534.94, -389.93, 1314.80;
1084,110.84, 9.14, -18.52, -687.23, 514.09, 2697.01;
1092,110.46, 8.70, -18.38, -485.47, 206.12, 1823.55;
1100,110.17, 8.26, -18.36, -675.59, -69.35, 2551.03;
1108,109.97, 7.87, -18.29, -859.88, 251.22, 1834.22;
1116,109.87, 7.53, -18.40, -1036.42, 529.12, 1515.10;
1124,109.86, 7.23, -18.64, -1035.93, 688.68, 1727.04;
1131,109.95, 6.94, -18.76, -1012.17, 708.08, 2360.92;
1139,110.12, 6.65, -18.65, -1167.85, 774.52, 2210.57;
1147,110.38, 6.38, -18.33, -1205.19, 702.75, 938.45;
1155,110.70, 6.14, -17.77, -1298.31, 553.86, 1605.79;
1163,111.08, 5.94, -16.98, -1209.56, 535.91, 1634.89;
1171,111.53, 5.72, -16.06, -1161.54, 486.93, 1875.45;
1179,112.04, 5.49, -15.10, -1136.33, 378.78, 1230.90;
1187,112.62, 5.28, -14.13, -1199.37, 236.67, 1127.60;
1195,113.25, 5.10, -13.08, -1136.33, 17.46, 723.12;
1203,113.91, 4.91, -12.21, -1007.32, 140.65, 855.03;
1210,114.58, 4.69, -11.43, -940.88, -144.04, 1487.46;
1218,115.28, 4.44, -10.51, -944.76, -208.06, 881.22;
1226,115.99, 4.19, -9.54, -952.03, -283.23, 665.40;
1234,116.69, 3.93, -8.61, -918.57, -280.32, 913.72;
1242,117.36, 3.80, -7.84, -674.62, -547.07, 1127.60;
1250,118.00, 3.76, -7.05, -450.55, -561.62, 833.21;
1259,118.60, 3.72, -6.33, -566.47, -394.78, 1429.74;
1265,119.15, 3.82, -5.67, -609.63, -511.18, -811.38;
1273,119.65, 4.15, -5.16, -873.46, -320.58, -463.65;
1281,120.14, 4.20, -4.65, -832.24, -670.25, 793.44;
1289,120.58, 4.35, -4.20, -586.35, -651.34, 232.79;
1297,120.98, 4.43, -3.64, -512.63, -547.55, 959.30;
1305,121.32, 4.54, -3.13, -469.95, -434.06, 1431.68;
1313,121.62, 4.71, -2.69, -446.67, -387.99, 784.71;
1321,121.88, 4.83, -2.17, -522.33, -380.23, 509.24;
1329,122.11, 4.95, -1.64, -539.31, -355.98, 410.30;
1338,122.32, 5.02, -1.11, -498.08, -366.17, 943.30;
1345,122.49, 5.19, -0.65, -395.26, -285.66, 763.85;
1352,122.65, 5.39, -0.24, -334.64, -290.02, 892.86;
1360,122.78, 5.54, 0.19, -357.44, -302.15, 1007.80;
1368,122.90, 5.71, 0.59, -366.17, -373.44, 494.20;
1376,122.99, 5.90, 1.01, -422.42, -291.48, 354.04;
1384,123.05, 6.08, 1.36, -456.86, -318.15, 638.24;
1392,123.09, 6.25, 1.71, -400.11, -221.15, 343.86;
1400,123.10, 6.46, 2.05, -289.05, -278.38, 474.32;
1408,123.08, 6.71, 2.42, -268.20, -394.78, 555.31;
1415,123.04, 7.00, 2.81, -274.50, -284.69, 586.35;
1424,122.99, 7.32, 3.14, -262.38, -426.79, 348.71;
1431,122.85, 7.25, 3.63, -632.42, -1286.19, 11285.65;
1439,122.71, 7.02, 4.05, 553.86, 353.56, 243.46;
1447,122.59, 7.00, 3.75, 254.62, -330.28, 7336.40;
1455,122.50, 7.01, 3.67, 381.68, -1174.15, 1292.49;
1463,122.37, 6.94, 3.53, -1146.51, -538.34, -3589.39;
1471,122.25, 6.80, 3.42, -194.48, -795.38, 1946.74;
1479,122.21, 6.79, 3.32, -203.21, -379.75, 1559.72;
1486,122.18, 6.72, 3.11, 41.22, 4.85, 854.55;
1495,122.15, 6.65, 2.99, -97.00, -529.61, 1408.40;
1502,122.15, 6.62, 2.87, -126.10, -366.65, 1404.52;
1510,122.13, 6.58, 2.80, -4.85, -76.14, 906.44;
1518,122.11, 6.55, 2.82, 120.28, -25.70, 1775.05;
1526,122.10, 6.52, 2.84, 259.47, -174.11, 1215.38;
1534,122.09, 6.50, 2.90, -53.83, -43.16, 793.44;
1542,122.08, 6.49, 2.94, -60.14, -12.61, 538.82;
1550,122.07, 6.49, 3.00, -79.05, -188.66, 1122.26;
1558,122.07, 6.50, 3.09, -121.25, -56.26, 1260.97;
1566,122.06, 6.49, 3.18, -88.27, 18.91, 919.54;
1573,122.05, 6.49, 3.41, -20.37, -287.11, 778.40;
1581,122.04, 6.49, 3.66, -8.73, -130.95, 1121.78;
1589,122.06, 6.48, 3.79, -159.08, 24.73, 1262.42;
1597,122.07, 6.46, 3.93, -4.36, 61.59, 996.65;
1605,122.07, 6.44, 4.01, -60.62, 35.89, 1014.59;
1613,122.06, 6.42, 4.04, -70.81, -22.31, 916.14;
1621,122.05, 6.41, 4.06, -66.93, 109.12, 923.90;
1629,122.02, 6.38, 4.06, -161.50, -112.03, 1799.30;
1636,122.01, 6.37, 4.04, -59.65, -24.25, 558.71;
1644,121.98, 6.34, 4.03, -73.23, 27.64, 1121.29;
1652,121.95, 6.31, 4.01, -97.00, -31.52, 951.06;
1660,121.94, 6.32, 3.99, -262.86, 279.35, 258.01;
1668,121.92, 6.30, 3.99, -98.94, 227.94, 1292.49;
1676,121.91, 6.28, 3.98, -100.39, -83.90, 808.96;
1684,121.89, 6.26, 3.94, -335.13, 0.00, 1189.67;
1692,121.87, 6.25, 3.91, -149.86, 112.03, 831.75;
1700,121.85, 6.24, 3.86, -78.08, -68.38, 1049.51;
1708,121.83, 6.23, 3.84, -68.87, 32.01, 904.02;
1716,121.83, 6.22, 3.82, -81.96, -31.52, 1013.14;
1723,121.82, 6.21, 3.81, -79.05, -1.45, 1021.38;
1731,121.81, 6.20, 3.81, -77.60, 0.48, 1004.41;
1739,121.81, 6.20, 3.80, -75.66, -2.42, 992.28;
1747,121.79, 6.19, 3.80, -78.57, -10.18, 987.43;
1755,121.78, 6.18, 3.81, -80.51, -6.79, 1001.50;
1763,121.78, 6.16, 3.79, -3.39, 6.79, 1006.35;
1771,121.77, 6.15, 3.82, -117.37, 216.30, 1373.48;
1779,121.75, 6.15, 3.82, -82.93, 58.20, 941.85;
1786,121.73, 6.15, 3.80, -80.02, -42.68, 987.92;
1794,121.71, 6.15, 3.79, -80.02, -6.30, 981.61;
1802,121.69, 6.14, 3.77, -80.02, 9.70, 970.46;
1810,121.67, 6.15, 3.73, -84.87, -66.44, 1030.60;
1818,121.66, 6.14, 3.71, -93.12, 62.08, 1010.71;
1826,121.65, 6.17, 3.74, 238.13, 64.02, -1185.79;
1834,121.65, 6.17, 3.70, -149.38, 275.47, 1613.07;
1842,121.64, 6.17, 3.65, -96.51, 42.68, 919.54;
1850,121.63, 6.17, 3.58, -79.54, -28.13, 974.82;
1857,121.61, 6.16, 3.54, -78.08, -3.88, 990.83;
1865,121.60, 6.16, 3.51, -81.48, 32.98, 978.70;
1873,121.58, 6.16, 3.47, -81.96, 6.79, 968.52;
1881,121.55, 6.16, 3.42, -80.99, 4.36, 995.19;
1889,121.54, 6.15, 3.39, -77.60, -16.97, 992.77;
1897,121.52, 6.15, 3.37, -86.81, -3.88, 982.58;
1905,121.51, 6.15, 3.34, -81.96, -30.07, 999.56;
1913,121.49, 6.15, 3.29, -87.30, -55.29, 1006.35;
1921,121.46, 6.15, 3.25, -81.96, -56.26, 994.71;
1929,121.46, 6.10, 3.20, -171.20, 379.75, -629.03;
1937,121.45, 6.09, 3.11, -94.09, -268.68, 1044.66;
1944,121.43, 6.09, 3.04, -79.54, 14.55, 1016.05;
1952,121.41, 6.09, 2.98, -68.87, -31.04, 1006.35;
1960,121.40, 6.08, 2.95, -81.48, -42.19, 988.89;
1968,121.39, 6.08, 2.93, -77.60, -30.07, 997.13;
1976,121.37, 6.08, 2.92, -84.39, -32.49, 979.67;
1984,121.36, 6.07, 2.91, -73.23, -26.67, 966.09;
1992,121.36, 6.05, 2.90, -17.46, -63.53, 1223.62;
2000,121.36, 6.04, 2.91, -273.05, 35.40, 1099.47;
2008,121.35, 6.05, 2.89, -89.72, -23.28, 1006.83;
2016,121.34, 6.04, 2.85, -82.93, -83.90, 987.43;
2023,121.32, 6.05, 2.84, -80.99, -17.94, 990.34;
2031,121.29, 6.04, 2.83, -81.48, -27.16, 995.19;
2039,121.28, 6.04, 2.83, -76.63, -15.52, 987.43;
2047,121.28, 6.04, 2.82, -79.54, -18.91, 992.28;
2055,121.27, 6.04, 2.80, -80.51, -17.94, 988.40;
2063,121.26, 6.04, 2.79, -86.33, -20.85, 981.13;
2071,121.26, 6.04, 2.78, -79.05, -21.82, 983.07;
2079,121.25, 6.03, 2.78, -76.14, -23.28, 989.86;
2086,121.24, 6.03, 2.77, -82.93, -28.13, 995.68;
2094,121.22, 6.03, 2.76, -81.48, -28.13, 988.89;
2102,121.21, 6.03, 2.76, -81.48, -20.85, 999.56;
2110,121.20, 6.03, 2.76, -82.45, -22.79, 986.95;
2118,121.19, 6.03, 2.75, -77.60, -16.97, 987.43;
2126,121.17, 6.02, 2.74, -79.05, -25.22, 987.43;
2134,121.16, 6.02, 2.73, -79.05, -29.10, 1012.17;
2142,121.13, 6.02, 2.73, -76.14, -19.88, 982.58;
2149,121.11, 6.01, 2.72, -77.11, -20.37, 988.40;
2157,121.10, 6.01, 2.71, -79.05, -21.82, 995.19;
2165,121.08, 6.01, 2.69, -80.51, -32.98, 988.40;
2173,121.07, 6.01, 2.69, -80.02, -25.70, 990.83;
2181,121.07, 6.01, 2.68, -77.11, -24.73, 985.98;
2189,121.07, 6.00, 2.67, -74.69, -29.58, 989.37;
2197,121.06, 6.00, 2.66, -77.11, -32.01, 984.52;
2205,121.05, 6.00, 2.66, -78.08, -30.07, 990.34;
2213,121.04, 6.00, 2.65, -81.96, -25.22, 992.28;
2220,121.03, 6.00, 2.65, -81.96, -25.70, 995.68;
2228,121.02, 6.00, 2.64, -81.96, -28.13, 985.49;
2236,121.01, 6.00, 2.64, -80.51, -23.76, 989.86;
2244,121.01, 6.00, 2.63, -77.60, -24.25, 994.22;
