Time	Yaw	Pitch	Roll
84006.0	-204.18	1308.01	4343.55
84015.0	-1332.74	1955.95	255.59
84022.0	-420.97	2808.08	2357.52
84030.0	646.49	781.8	1022.35
84038.0	1135.36	-203.21	633.88
84046.0	1204.71	353.56	-169.75
84053.0	894.32	-132.89	1743.53
84061.0	440.85	246.37	1392.88
84070.0	429.7	-149.86	1460.3
84077.0	308.94	39.77	862.79
84085.0	413.69	-37.83	926.33
84093.0	238.13	-467.04	794.89
84100.0	221.64	-133.86	1830.83
84108.0	241.04	-205.63	1240.11
84116.0	-99.91	47.04	323.97
84124.0	215.82	-148.89	884.62
84132.0	13.09	-264.8	1389.97
84140.0	10.67	-301.18	539.31
84148.0	158.59	156.17	390.41
84155.0	242.98	52.86	1217.8
84163.0	244.92	250.74	749.79
84171.0	145.5	283.23	204.66
84179.0	219.21	514.09	1118.87
84187.0	264.32	-34.43	1060.18
84194.0	95.06	314.76	284.69
84202.0	30.07	-17.94	1128.08
84210.0	147.44	324.46	543.19
84218.0	106.21	121.25	712.93
84226.0	77.11	148.41	1926.85
84234.0	-7.27	-1186.76	-500.51
84241.0	175.08	831.27	576.65
84249.0	184.78	263.83	1672.72
84257.0	117.85	324.46	1434.59
84265.0	270.62	377.32	2607.29
84273.0	4.85	191.57	1052.91
84281.0	301.18	277.9	1047.09
84288.0	42.68	222.61	374.9
84296.0	-1.45	344.34	929.24
84304.0	-70.32	-1.94	777.43
84312.0	-210.48	307.0	1024.78
84320.0	6.79	157.14	1200.34
84328.0	-262.86	-175.57	1132.93
84336.0	-228.91	18.91	966.58
84343.0	-232.31	843.39	748.82
84351.0	-326.4	650.85	797.8
84360.0	-345.8	557.25	1387.06
84367.0	-366.17	464.13	1124.2
84375.0	-368.11	434.06	500.51
84382.0	-79.54	413.69	1584.45
84390.0	-477.23	219.21	1482.12
84398.0	-274.5	716.33	237.16
84406.0	-129.49	210.48	930.69
84414.0	-185.75	-145.5	1636.35
84422.0	-403.02	838.54	142.1
84429.0	-212.91	-909.84	1199.37
84437.0	-548.52	191.57	1471.94
84445.0	114.94	83.9	1673.69
84453.0	-64.5	350.65	1782.33
84461.0	129.49	40.74	863.28
84469.0	522.82	764.82	861.34
84476.0	-216.3	-164.9	1489.88
84485.0	-126.58	798.29	1389.49
84492.0	66.44	130.95	1360.87
84500.0	-66.93	982.58	1380.27
84508.0	403.99	45.59	1155.72
84516.0	141.62	1046.6	1098.5
84524.0	184.78	480.14	1813.85
84532.0	316.21	98.94	948.15
84539.0	666.37	353.07	574.22
84547.0	700.81	408.36	258.01
84555.0	1252.24	844.85	1680.48
84563.0	1066.97	641.64	1550.99
84570.0	993.25	429.21	948.15
84579.0	1474.36	730.88	907.41
84586.0	1462.72	351.62	313.79
84594.0	1202.28	509.24	1502.49
84602.0	676.07	856.0	1345.84
84610.0	143.07	590.71	952.52
84618.0	-278.38	53.35	1294.43
84625.0	-440.85	-106.21	1440.9
84633.0	-187.21	813.32	1158.63
84642.0	-171.69	1357.96	1585.91
84649.0	-961.73	659.58	498.08
84657.0	-1074.73	373.93	966.09
84665.0	-503.9	-420.48	2053.92
84672.0	-943.79	346.77	5678.23
