Versión de firmware: v10.0
Time(ms), Yaw(º), Pitch(º), Roll(º), AccX(mg), AccY(mg), AccZ(mg)
5,-88.78, 6.29, -0.37, -434.55, 274.02, 5506.55;
12,-89.81, 6.32, -1.60, 462.68, -193.99, -4958.02;
20,-90.75, 6.56, -2.58, -284.20, 231.34, 5683.57;
28,-91.63, 6.63, -3.49, -16.97, 1238.66, -1956.92;
36,-92.49, 7.02, -4.80, -663.46, 1163.00, -2445.79;
43,-93.31, 7.64, -5.74, -1035.93, 1489.88, -4607.86;
51,-94.09, 8.05, -6.55, -886.56, 963.18, 2493.80;
59,-94.86, 8.59, -7.25, 227.94, 662.01, -136.77;
67,-95.57, 8.83, -7.82, -15.03, 397.20, 1552.93;
75,-96.30, 9.33, -8.36, 147.44, 924.87, -3172.30;
82,-97.03, 9.87, -8.92, -617.87, 971.43, 2212.51;
90,-97.75, 10.61, -9.30, 468.98, 1562.63, 911.29;
98,-98.41, 11.13, -9.38, 688.68, 1761.96, 4766.46;
106,-99.02, 11.65, -9.18, 1249.33, 1511.22, 3264.45;
114,-99.61, 12.30, -8.67, 453.95, 1236.72, 1985.54;
122,-100.17, 13.01, -7.82, 317.67, 1215.86, 2673.25;
129,-100.69, 13.82, -6.92, 502.45, 1179.97, 4671.40;
137,-100.98, 14.35, -5.85, 259.95, 689.17, 6864.02;
145,-101.25, 14.55, -4.54, 243.95, 752.22, 5368.32;
154,-101.31, 14.29, -3.48, -129.49, 419.03, 2612.63;
161,-101.28, 13.97, -2.49, -380.23, 392.35, 75.66;
168,-101.13, 13.73, -1.37, -717.30, 551.92, -2902.16;
176,-100.89, 13.61, -0.42, -672.19, 862.79, -1528.68;
184,-100.57, 13.44, 0.39, -558.22, 490.81, 1082.01;
192,-100.18, 13.04, 0.97, -440.37, 415.63, 1685.33;
201,-99.72, 12.68, 1.81, -378.78, 326.88, -747.37;
208,-99.22, 12.41, 2.76, -719.24, 198.84, -783.25;
216,-98.68, 12.08, 3.83, -597.99, 136.77, 1465.15;
223,-98.10, 11.66, 4.79, -390.41, 263.83, 4033.64;
231,-97.51, 11.11, 5.45, -149.86, -7.27, 3137.87;
239,-96.91, 10.51, 5.99, -459.77, -164.90, 1060.67;
247,-96.27, 9.99, 6.42, -758.04, -93.12, -225.52;
255,-95.61, 9.53, 6.66, -677.53, 226.49, 1266.30;
263,-94.94, 9.16, 6.87, -377.81, -544.64, 3403.64;
272,-94.34, 8.94, 7.19, -59.17, -298.27, -6.79;
278,-93.83, 8.81, 7.91, -544.64, 172.17, 374.41;
286,-93.34, 8.90, 8.32, -1122.26, -354.04, -4462.37;
294,-92.91, 9.19, 8.75, -668.31, -378.78, -3012.74;
302,-92.57, 9.50, 9.12, -579.07, -1269.70, 1916.18;
310,-92.31, 9.86, 9.36, -553.37, -1203.74, 1458.84;
317,-92.08, 10.29, 9.42, -436.00, -714.39, -98.94;
325,-91.88, 10.70, 9.50, -577.62, -111.06, -182.36;
333,-91.68, 11.19, 9.45, -597.99, 44.13, 681.89;
341,-91.48, 11.59, 9.42, -383.14, 24.73, 1251.27;
349,-91.30, 11.99, 9.35, -106.21, -7.27, 1932.67;
357,-91.13, 12.47, 9.23, -39.77, -59.65, 1163.00;
364,-90.93, 12.95, 9.23, -313.79, 327.37, 840.48;
372,-90.66, 13.48, 9.31, -429.21, 866.67, 378.78;
380,-90.47, 13.65, 9.41, -325.43, -192.05, 3858.56;
388,-90.29, 13.70, 9.08, -205.63, -168.78, 7517.79;
