Time	Yaw	Pitch	Roll
7056.0	-139.19	-246.86	573.74
7065.0	-22.79	-102.82	1243.51
7072.0	-124.64	-474.32	983.55
7080.0	-58.68	-153.74	846.79
7088.0	-206.12	-245.89	823.51
7096.0	-173.63	-360.83	1010.71
7104.0	-147.92	-330.76	972.88
7112.0	-164.9	-279.84	986.95
7120.0	-80.51	-176.54	716.81
7128.0	-72.26	-246.86	1169.79
7135.0	-23.28	-345.31	983.07
7143.0	166.84	32.98	27.64
7151.0	61.59	-403.99	1010.23
7159.0	210.97	-343.86	1409.86
7168.0	179.93	-573.74	960.76
7175.0	177.02	-368.11	952.52
7183.0	202.24	-117.37	918.08
7190.0	393.32	-456.86	878.31
7198.0	296.33	-104.76	746.4
7206.0	312.33	-242.01	686.74
7214.0	350.16	-513.6	1064.55
7222.0	326.4	-205.63	1096.56
7230.0	159.08	-206.12	1124.69
7238.0	155.68	-511.66	1026.23
7246.0	-54.8	-298.27	1108.2
7254.0	-305.54	-168.29	932.63
7262.0	-369.08	-408.84	1335.65
7269.0	-315.73	-750.76	452.01
7277.0	-570.35	-181.87	779.86
7285.0	-720.21	-691.59	1207.13
7293.0	-738.15	-758.04	898.68
7301.0	-666.86	-458.8	856.0
7310.0	-531.06	-369.08	-298.75
7317.0	-419.03	-759.98	1198.89
7325.0	-290.02	28.61	196.42
7332.0	-439.4	-863.28	-1438.47
7340.0	-338.52	-733.79	207.09
7348.0	-367.14	-793.92	321.06
7356.0	56.74	-646.49	82.93
7364.0	-135.31	-721.18	985.98
7372.0	406.42	-742.03	1453.02
7380.0	242.01	227.46	1731.89
7388.0	288.08	-376.35	206.6
7396.0	333.19	-890.44	1159.12
7403.0	715.84	-707.6	961.24
7411.0	800.23	-486.93	1064.55
7419.0	803.62	-692.56	1047.09
7427.0	1177.06	-731.85	1527.71
7435.0	1359.9	-876.37	515.06
7443.0	1219.26	-207.09	843.39
7451.0	1310.92	-356.95	2292.53
7459.0	741.55	42.68	726.03
7467.0	152.77	-236.67	551.92
7474.0	-210.0	-591.68	1217.32
7483.0	-332.7	-863.76	726.51
7490.0	-342.4	-856.0	1037.39
7498.0	-498.08	-551.92	2205.72
