Versión de firmware: v10.0
Time(ms), Yaw(º), Pitch(º), Roll(º), AccX(mg), AccY(mg), AccZ(mg)
4,21.52, 6.85, 10.07, -28.61, 79.54, 1013.14;
12,21.45, 6.84, 10.04, -29.10, 79.54, 1046.12;
20,21.38, 6.84, 10.00, -36.37, 87.30, 1035.45;
28,21.32, 6.83, 9.95, -26.19, 76.63, 1037.87;
36,21.26, 6.82, 9.90, -27.64, 68.87, 1032.05;
44,21.19, 6.82, 9.86, -32.49, 68.38, 1027.20;
51,21.13, 6.81, 9.81, -27.64, 78.57, 1035.93;
59,21.05, 6.81, 9.76, -25.70, 73.72, 1033.51;
67,20.96, 6.80, 9.71, -30.07, 61.11, 1031.57;
75,20.90, 6.79, 9.67, -32.01, 72.26, 1032.54;
83,20.83, 6.79, 9.63, -37.34, 72.26, 1039.81;
91,20.76, 6.78, 9.59, -32.01, 72.26, 1038.36;
98,20.69, 6.78, 9.56, -32.98, 88.75, 1036.90;
106,20.62, 6.77, 9.51, -26.67, 68.38, 1039.33;
114,20.55, 6.77, 9.47, -32.49, 75.17, 1037.87;
122,20.48, 6.77, 9.42, -23.76, 68.38, 1023.32;
130,20.41, 6.76, 9.39, -26.67, 66.93, 1022.35;
137,20.33, 6.75, 9.35, -31.04, 75.17, 1032.54;
146,20.26, 6.75, 9.32, -30.55, 64.99, 998.59;
153,20.19, 6.74, 9.28, -32.49, 51.41, 1026.72;
161,20.12, 6.74, 9.24, -30.07, 70.32, 1028.66;
169,20.04, 6.73, 9.21, -30.55, 72.75, 1030.60;
177,19.96, 6.72, 9.18, -32.01, 61.11, 1031.08;
185,19.89, 6.72, 9.15, -30.55, 67.90, 1029.63;
192,19.82, 6.71, 9.12, -26.19, 68.87, 1033.51;
200,19.74, 6.70, 9.09, -27.64, 76.14, 1022.35;
208,19.67, 6.70, 9.07, -26.67, 77.11, 1032.05;
216,19.60, 6.69, 9.04, -32.01, 74.20, 1040.30;
224,19.53, 6.68, 9.02, -32.49, 74.20, 1025.26;
231,19.46, 6.68, 9.00, -32.01, 68.87, 1036.42;
240,19.39, 6.67, 8.97, -36.37, 75.17, 1031.08;
247,19.32, 6.67, 8.95, -25.22, 70.32, 1034.96;
255,19.24, 6.66, 8.93, -26.19, 66.44, 1024.29;
263,19.17, 6.66, 8.91, -27.64, 69.35, 1034.96;
271,19.09, 6.65, 8.88, -27.16, 73.23, 1041.27;
278,19.02, 6.64, 8.86, -31.04, 67.90, 1034.96;
287,18.95, 6.64, 8.84, -25.22, 74.20, 1034.48;
294,18.87, 6.63, 8.82, -31.04, 76.14, 1042.72;
302,18.80, 6.63, 8.79, -33.46, 62.08, 1034.48;
310,18.73, 6.62, 8.77, -32.01, 78.08, 1029.14;
318,18.66, 6.61, 8.75, -35.89, 75.66, 1030.60;
326,18.59, 6.61, 8.72, -34.43, 73.23, 1040.30;
334,18.51, 6.61, 8.69, -33.95, 77.11, 1035.93;
341,18.42, 6.60, 8.67, -21.82, 76.14, 1036.42;
349,18.35, 6.59, 8.65, -31.04, 75.66, 1037.87;
357,18.28, 6.59, 8.62, -28.61, 77.11, 1044.18;
365,18.21, 6.59, 8.60, -36.37, 75.66, 1042.24;
373,18.13, 6.58, 8.57, -32.98, 74.69, 1032.54;
381,18.06, 6.58, 8.54, -30.07, 75.17, 1037.87;
388,17.98, 6.58, 8.52, -37.83, 70.32, 1031.57;
396,17.91, 6.57, 8.49, -30.55, 67.41, 1037.87;
404,17.84, 6.57, 8.46, -31.52, 70.81, 1026.72;
412,17.76, 6.56, 8.43, -28.61, 71.29, 1034.48;
420,17.68, 6.56, 8.40, -33.46, 68.38, 1047.09;
428,17.60, 6.56, 8.38, -28.61, 70.81, 1026.72;
435,17.53, 6.55, 8.36, -30.55, 63.53, 1028.17;
443,17.45, 6.55, 8.33, -28.61, 72.26, 1022.84;
451,17.39, 6.54, 8.31, -31.52, 71.29, 1023.81;
459,17.31, 6.54, 8.30, -30.07, 70.32, 1023.81;
466,17.23, 6.53, 8.28, -26.19, 67.90, 1019.44;
475,17.17, 6.53, 8.27, -33.95, 67.41, 1023.32;
482,17.10, 6.52, 8.25, -29.10, 71.29, 1025.26;
490,17.03, 6.52, 8.24, -29.10, 72.75, 1023.32;
498,16.95, 6.51, 8.24, -34.92, 71.78, 1031.08;
506,16.89, 6.50, 8.22, -27.64, 73.23, 1030.60;
514,16.82, 6.50, 8.21, -31.04, 75.66, 1030.60;
521,16.74, 6.49, 8.20, -28.61, 80.02, 1036.90;
529,16.66, 6.49, 8.19, -34.43, 75.17, 1033.99;
537,16.58, 6.48, 8.18, -24.73, 77.60, 1034.48;
545,16.52, 6.48, 8.16, -32.01, 76.63, 1025.75;
553,16.45, 6.47, 8.14, -32.98, 78.08, 1038.36;
561,16.38, 6.46, 8.13, -26.67, 74.20, 1036.90;
569,16.30, 6.46, 8.11, -34.92, 77.60, 1033.99;
576,16.22, 6.45, 8.08, -29.58, 78.57, 1032.05;
584,16.15, 6.45, 8.06, -32.49, 70.32, 1029.14;
592,16.08, 6.44, 8.04, -29.58, 74.20, 1033.51;
600,16.00, 6.43, 8.02, -33.46, 69.35, 1029.63;
608,15.92, 6.43, 8.00, -27.64, 67.41, 1033.99;
616,15.84, 6.42, 7.97, -32.01, 73.23, 1033.02;
623,15.76, 6.42, 7.96, -33.46, 73.72, 1035.45;
631,15.68, 6.42, 7.93, -33.46, 69.84, 1041.27;
639,15.61, 6.41, 7.92, -31.52, 77.60, 1033.51;
647,15.52, 6.41, 7.90, -30.07, 76.63, 1034.48;
655,15.44, 6.40, 7.88, -28.13, 68.38, 1038.36;
663,15.36, 6.39, 7.86, -30.07, 78.57, 1028.17;
670,15.29, 6.39, 7.83, -33.95, 69.35, 1030.11;
678,15.22, 6.39, 7.81, -31.52, 72.26, 1032.54;
686,15.14, 6.38, 7.79, -31.52, 78.08, 1029.63;
694,15.06, 6.38, 7.77, -35.89, 67.90, 1026.72;
702,14.99, 6.37, 7.74, -33.46, 71.29, 1025.75;
709,14.91, 6.37, 7.72, -26.67, 79.05, 1017.99;
718,14.84, 6.36, 7.69, -26.67, 62.56, 1019.93;
725,14.76, 6.36, 7.67, -24.73, 73.72, 1023.32;
733,14.69, 6.35, 7.66, -29.58, 71.29, 1049.51;
741,14.61, 6.35, 7.65, -30.07, 64.02, 1046.60;
749,14.53, 6.34, 7.65, -27.16, 79.05, 1027.20;
756,14.45, 6.32, 7.62, 183.33, 369.56, -120.28;
764,14.38, 6.33, 7.63, -40.25, -131.92, 1280.85;
772,14.30, 6.32, 7.63, -29.10, 106.21, 1014.59;
780,14.22, 6.31, 7.63, -28.61, 60.62, 1020.90;
788,14.16, 6.36, 7.64, 27.64, 173.63, -69.35;
796,14.09, 6.39, 7.65, -196.42, 48.01, 2487.50;
803,14.01, 6.40, 7.66, -29.58, 90.69, 1092.19;
811,13.94, 6.39, 7.67, -12.12, 26.19, 1001.50;
819,13.86, 6.38, 7.74, 320.58, -151.80, 94.09;
827,13.78, 6.39, 7.79, -4.85, 94.09, 846.30;
835,13.71, 6.39, 7.95, -234.25, 252.19, 3312.46;
843,13.63, 6.41, 8.00, -35.89, -15.52, 1097.04;
851,13.55, 6.40, 8.08, -11.15, -63.53, 969.97;
858,13.50, 6.40, 8.41, -8.73, 157.62, 1464.66;
866,13.45, 6.43, 8.92, -3.88, -458.31, 1099.95;
874,13.40, 6.40, 9.52, 88.75, 131.92, 1044.66;
882,13.37, 6.43, 10.31, 74.20, -343.37, 1156.69;
890,13.35, 6.45, 11.23, 191.57, 46.07, 1315.77;
899,13.33, 6.47, 12.09, 542.22, -11.15, 1110.62;
905,13.27, 6.51, 12.60, 582.47, 144.04, 588.77;
913,13.22, 6.57, 12.80, 843.88, -111.55, 2278.96;
921,13.19, 6.65, 12.86, 990.34, 132.40, 840.00;
929,13.13, 6.71, 12.75, 1168.82, 113.49, 1646.53;
937,13.08, 6.78, 12.48, 1504.92, 32.98, 1970.99;
944,13.04, 6.87, 12.20, 1606.76, -207.09, 2026.76;
952,12.98, 6.94, 11.89, 1763.41, 13.09, 2112.12;
960,12.92, 6.98, 11.73, 1846.35, 165.87, 1457.39;
968,12.87, 7.03, 11.16, 1789.12, 218.24, 1651.87;
976,12.79, 7.00, 10.18, 1640.23, -788.10, 2311.45;
984,12.67, 6.95, 9.08, 1659.14, -562.59, 1116.93;
992,12.48, 6.91, 7.98, 1617.43, -152.29, 1887.09;
999,12.20, 6.92, 6.59, 1190.64, -647.46, 1122.75;
1007,11.84, 7.01, 5.39, 843.88, -677.53, 1523.35;
1015,11.37, 7.20, 4.48, 711.96, -731.36, 1743.04;
1023,10.75, 7.37, 3.83, 383.62, -214.36, 2726.60;
1032,9.96, 7.56, 3.40, 16.49, 22.31, 1934.13;
1039,9.02, 7.75, 3.10, -534.46, 316.70, 306.51;
1046,7.92, 8.17, 3.29, -874.92, -360.83, -18.43;
1054,6.71, 8.42, 3.94, -1052.91, -327.37, 771.61;
1062,5.36, 8.62, 4.93, -1147.48, -717.30, 639.70;
1070,3.90, 8.77, 6.17, -1246.42, -200.30, -359.86;
1078,2.33, 8.90, 7.12, -1560.69, 0.97, -407.87;
1085,0.68, 9.04, 7.75, -1678.54, -334.64, -1282.31;
1093,-1.03, 9.09, 8.39, -1888.06, -234.73, -159.08;
1101,-2.82, 9.01, 8.84, -1914.73, -491.78, 1048.06;
1109,-4.67, 8.83, 9.22, -1739.65, -359.86, 1097.04;
1117,-6.57, 8.61, 9.57, -1595.12, -279.84, 453.46;
1125,-8.51, 8.38, 9.95, -1527.22, -149.86, 1649.93;
1132,-10.48, 8.13, 10.33, -1418.59, -101.36, 2259.56;
1141,-12.47, 7.81, 10.72, -1337.59, -39.28, 1542.26;
1149,-14.50, 7.45, 11.10, -1390.46, 26.19, 418.06;
1156,-16.52, 7.09, 11.47, -1457.39, 39.77, 156.17;
1164,-18.53, 6.75, 11.79, -1361.36, 188.18, 171.69;
1172,-20.55, 6.36, 12.03, -1185.31, 251.71, 446.67;
1180,-22.54, 5.93, 12.29, -1107.71, 182.84, 617.39;
1187,-24.50, 5.50, 12.64, -1131.96, 209.03, -278.87;
1195,-26.41, 5.08, 12.98, -1152.81, 443.28, -532.03;
1204,-28.21, 4.71, 12.64, -180.42, 1427.32, -7223.89;
1211,-29.77, 5.06, 11.83, 258.98, -169.75, 6216.57;
1219,-31.24, 5.27, 11.92, -168.78, 361.80, 2350.25;
1227,-32.65, 5.50, 11.91, -170.23, 1028.66, -2270.23;
1234,-33.89, 6.17, 12.05, -1327.41, -66.44, -3773.20;
1242,-35.07, 6.79, 12.57, -1195.01, 1100.44, -1430.71;
1250,-36.19, 7.36, 12.91, -335.13, 1066.00, 2579.16;
1258,-37.28, 7.73, 13.31, -349.68, 1051.94, 2212.51;
1266,-38.30, 8.04, 13.66, -489.35, 709.05, -238.13;
