Time	Yaw	Pitch	Roll
172900.0	-1176.09	-144.53	1246.42
172955.0	-129.49	-283.72	948.15
173011.0	-52.38	-509.72	879.28
173066.0	-220.67	-424.36	882.68
173121.0	-297.78	-427.76	895.29
173176.0	-339.49	-463.65	802.17
173231.0	37.83	-547.55	914.2
173286.0	289.54	-256.07	1122.75
173343.0	522.33	-799.74	877.34
173397.0	1700.85	-550.95	942.33
173452.0	479.17	-634.36	1686.79
173507.0	-1017.99	55.77	4301.84
173563.0	-358.41	461.71	1386.58
173618.0	-832.72	485.47	642.61
173673.0	-525.73	810.9	1975.84
173728.0	-275.96	540.28	-687.71
173783.0	-653.76	-1090.25	1856.53
173839.0	-1179.0	-1802.7	1299.77
173894.0	-1322.08	-2043.25	-853.58
173950.0	459.77	-178.48	1154.75
174004.0	588.29	-63.05	1372.51
174060.0	90.21	-282.26	948.15
174115.0	-31.52	-234.25	738.15
174170.0	-90.69	-362.29	1172.7
174225.0	-508.27	-569.86	948.15
174280.0	-575.68	-473.83	735.24
174336.0	-235.7	-304.57	1244.48
174391.0	285.17	-515.06	1300.74
174446.0	1233.81	-758.52	873.95
174501.0	760.46	-680.44	759.49
174557.0	-1046.6	-605.75	2479.25
174612.0	-197.39	735.73	3221.29
174667.0	-428.24	423.39	1284.25
174722.0	-201.75	380.23	509.24
174778.0	-62.08	314.76	1256.6
174833.0	166.35	-165.87	476.74
174889.0	134.34	-1245.93	634.36
174943.0	-269.65	-1101.89	406.42
174999.0	-918.57	-2837.18	918.57
175055.0	1469.51	-612.05	1123.72
175109.0	462.19	240.55	1170.76
175164.0	90.21	-76.63	1209.56
175219.0	-183.81	-249.28	872.49
175275.0	-562.59	-482.08	1130.02
175330.0	-381.2	-526.7	697.41
175385.0	-59.17	-231.34	860.85
175440.0	383.62	-452.01	285.17
175495.0	1114.02	-637.76	1342.93
175550.0	1830.83	-618.36	1193.07
175606.0	-1001.5	281.78	2806.14
175662.0	-1538.86	1343.41	4146.64
175716.0	-361.8	638.24	1047.09
175771.0	133.86	359.38	1020.9
175827.0	110.09	-22.79	416.6
175882.0	232.31	-570.83	719.72
175937.0	74.2	-914.2	189.15
175992.0	-92.15	-1298.8	854.06
176047.0	-664.43	-2000.09	2400.69
176103.0	384.59	-1017.02	969.49
176158.0	890.44	3.88	1107.71
176213.0	333.67	-249.28	1162.51
176268.0	230.37	-211.45	1188.22
176323.0	-33.95	-270.14	1040.78
176379.0	-392.84	-467.04	958.82
176434.0	-286.14	-345.31	811.38
176489.0	33.95	-421.94	1063.58
176544.0	863.76	-577.62	1361.36
176600.0	1497.16	-592.17	931.66
176655.0	-736.7	172.17	1602.88
176710.0	-1355.54	-650.37	4577.31
176765.0	-579.07	645.52	55.29
176820.0	-82.93	290.02	1079.58
176876.0	-34.92	252.19	733.79
176932.0	113.97	-324.46	786.65
176987.0	110.09	-780.83	823.51
177041.0	-159.56	-1279.4	357.92
177096.0	-181.39	-1738.19	929.24
177152.0	-399.14	-1743.53	1146.02
177207.0	640.18	126.1	1007.32
177262.0	-141.62	-80.51	954.94
177317.0	229.88	-257.53	1051.45
177373.0	636.3	-250.25	927.3
177428.0	556.77	-527.67	694.02
177483.0	165.87	-365.2	991.31
177538.0	-516.03	-562.1	912.75
177594.0	-158.11	-406.9	694.02
177649.0	738.15	-585.86	914.2
177704.0	629.51	-641.15	1142.63
177759.0	-646.97	-79.54	1767.78
177815.0	-502.93	1015.56	3537.01
177869.0	-426.79	423.39	307.48
177925.0	-195.45	455.89	619.33
177980.0	9.21	353.56	277.41
178035.0	168.78	-241.52	1048.06
178090.0	63.53	-796.35	656.19
178146.0	-188.66	-1232.84	985.98
178201.0	14.55	-1737.22	2127.64
178256.0	-489.84	-890.92	1084.43
178311.0	913.72	61.11	858.91
178367.0	295.84	-141.62	889.95
178422.0	155.68	21.34	827.39
178478.0	58.68	-600.9	961.24
178532.0	-23.76	-408.84	797.8
178587.0	-230.85	-441.34	976.76
178642.0	-407.39	-197.87	883.16
178699.0	129.01	-717.78	1099.47
178753.0	873.46	-775.49	598.96
178808.0	1106.74	-310.88	1015.08
178863.0	-1369.6	-388.96	2685.86
178919.0	-765.31	1009.26	3989.99
178974.0	-446.67	349.68	105.73
179029.0	-72.75	325.43	336.58
179085.0	0.97	260.92	969.0
179139.0	211.94	-226.97	937.97
179195.0	140.16	-710.02	731.36
179250.0	-36.37	-1119.84	1171.24
179305.0	-227.46	-760.95	1183.85
179360.0	-782.28	-2201.84	34.92
179417.0	868.13	-357.44	1100.44
179471.0	230.85	-83.42	1246.9
179527.0	127.07	-180.9	834.18
179581.0	140.16	-250.25	807.02
179637.0	127.07	-175.57	1042.24
179692.0	-79.05	-319.61	898.68
179747.0	-352.59	-471.89	1068.43
179802.0	-340.46	-492.75	867.16
179857.0	136.28	-606.72	884.62
179913.0	762.4	-676.56	1033.99
179968.0	861.34	-542.7	1012.17
180023.0	-539.79	-494.69	2403.11
180078.0	-261.89	501.96	2904.1
180134.0	-327.85	647.94	336.1
180189.0	-100.39	602.35	978.22
180244.0	46.07	472.86	141.62
180299.0	204.18	207.57	1037.39
180354.0	94.09	-509.72	830.3
180411.0	-220.67	-1316.26	883.65
180465.0	-565.5	-1561.17	1041.27
180520.0	-617.39	-1861.87	1367.18
180575.0	1013.14	-103.79	1109.17
180630.0	192.54	-97.0	979.67
180686.0	106.7	-114.94	1028.66
180741.0	171.2	-274.99	970.94
180796.0	176.54	-271.59	1144.08
180851.0	75.17	-311.85	1109.65
180907.0	-130.46	-289.05	1069.88
180962.0	-131.92	-315.73	840.48
181017.0	-107.18	-268.68	1137.78
181072.0	583.44	-630.0	717.78
181127.0	1144.08	-545.13	670.25
181183.0	-183.81	-319.61	1320.62
181238.0	-1019.93	703.72	3535.56
181294.0	-233.76	630.97	1438.96
181348.0	-151.8	468.5	89.72
181404.0	-39.28	513.6	526.7
181459.0	170.23	390.9	879.77
181514.0	94.09	-310.88	866.19
181569.0	-131.43	-1104.32	871.52
181624.0	-339.49	-1408.4	872.98
181680.0	-941.36	-2747.94	888.01
181735.0	897.71	-590.23	1022.35
181790.0	480.62	24.73	995.68
181845.0	268.68	-157.14	989.37
181901.0	49.47	-207.57	1046.6
181956.0	60.62	-265.29	884.13
182011.0	-132.4	-191.08	1018.47
182066.0	-346.77	-387.02	742.03
182121.0	-185.75	-240.07	1084.92
182176.0	113.49	-552.89	1003.44
182232.0	661.52	-571.8	655.22
182287.0	941.36	-830.78	775.01
182342.0	-41.71	-580.04	860.37
182397.0	-427.76	868.13	4380.89
182453.0	-362.77	737.18	398.66
182508.0	-278.38	490.81	923.9
182563.0	-54.8	311.85	721.18
182618.0	77.11	357.92	514.57
182673.0	110.09	-402.05	1072.79
182730.0	-29.58	-1232.84	556.28
182784.0	-137.25	-2104.36	1128.57
182839.0	-635.82	-2204.27	970.94
182894.0	1130.02	-83.9	1026.23
182950.0	313.3	-27.64	1136.33
183005.0	159.56	-246.86	1038.36
183060.0	73.72	-186.72	924.87
183115.0	-127.07	-272.56	1016.53
183170.0	-358.41	-425.82	957.85
183226.0	-275.96	-274.99	1097.04
183281.0	97.97	-359.86	848.24
183336.0	147.92	-667.34	423.88
183391.0	517.48	-497.6	1166.39
183447.0	1121.29	-595.08	1103.83
183502.0	-381.68	-455.89	1432.17
183557.0	-917.6	54.32	3160.18
183612.0	-515.06	730.39	1122.26
183667.0	-382.65	632.42	-47.04
183723.0	-214.85	331.25	939.91
183778.0	-22.31	226.0	681.41
183833.0	149.38	-439.4	734.76
183888.0	71.29	-899.65	743.49
183943.0	-180.42	-1315.77	654.73
183999.0	514.57	-3020.02	1063.58
184054.0	937.97	-349.68	969.0
184109.0	636.79	-32.98	1170.27
184164.0	183.81	63.53	1060.67
184220.0	-47.53	-80.02	906.44
184275.0	-310.88	-176.54	973.37
184330.0	-253.65	-322.03	876.37
184385.0	-10.67	-345.31	940.88
184441.0	34.43	-420.0	942.82
184496.0	-63.05	-291.48	1092.19
184551.0	28.61	-749.79	868.13
184606.0	507.78	-593.14	801.2
184661.0	-146.47	-420.48	1554.87
184717.0	-353.56	-25.22	3133.02
184773.0	919.05	931.66	1572.33
184827.0	86.33	229.4	1131.48
184882.0	-87.3	283.72	-181.87
184937.0	24.73	510.69	1004.41
184993.0	93.12	259.47	625.63
185048.0	-61.11	-831.75	821.08
185103.0	-601.38	-1271.64	854.55
185158.0	-1348.75	-2602.93	716.81
185213.0	1069.4	-152.29	1209.07
185269.0	382.65	125.61	1106.26
185324.0	80.99	-219.21	1009.74
185379.0	25.22	-154.71	1024.29
185436.0	27.16	-384.59	909.35
185490.0	-228.91	-355.5	1021.87
185545.0	-213.39	-531.55	731.85
185600.0	94.57	-415.15	887.04
185655.0	259.47	-341.92	904.99
185710.0	874.43	-686.74	1018.47
185766.0	1296.37	-681.41	808.47
185821.0	-1044.18	271.59	1741.1
185876.0	-1191.61	-109.61	3422.56
185931.0	-561.62	612.54	898.2
185986.0	-90.21	449.58	1344.87
186042.0	-55.29	220.18	508.27
186097.0	152.77	-23.76	1034.48
186152.0	208.06	-483.05	343.37
186208.0	115.43	-1067.94	530.09
186263.0	-166.35	-1258.54	587.8
186318.0	685.77	-2930.78	565.5
186373.0	1138.27	-400.6	1124.69
186428.0	153.26	-16.97	1139.24
186483.0	-134.83	-83.42	692.56
186539.0	22.79	-307.97	1016.05
186594.0	125.13	-403.02	1269.7
186649.0	163.44	-399.14	884.13
186704.0	258.98	-381.2	1035.45
186760.0	93.12	-307.0	679.95
186815.0	-225.52	-329.79	807.02
186870.0	10.18	-462.68	865.7
186925.0	890.92	-538.82	1064.55
186980.0	413.69	-375.38	877.83
187036.0	-986.46	-68.87	2150.92
187091.0	-332.22	1468.06	1938.49
187146.0	-149.86	181.87	929.72
187201.0	66.93	326.88	33.95
187258.0	165.87	-222.12	1232.35
187313.0	221.64	-660.07	258.98
187368.0	8.73	-1055.33	718.75
187423.0	-108.64	-1256.12	949.61
187477.0	-351.13	-1395.31	181.39
187533.0	-30.07	-1747.41	1333.71
187588.0	983.55	-111.55	921.48
187643.0	230.85	114.94	1154.75
187698.0	36.37	-201.75	983.55
187754.0	-179.93	-208.54	963.67
187809.0	-182.36	-292.45	918.08
187864.0	42.68	-205.63	1245.45
187919.0	-214.85	-276.93	780.34
187974.0	117.37	-387.02	754.64
188029.0	207.57	-212.91	1238.66
188085.0	522.82	-847.76	796.35
188141.0	1140.21	-748.82	1116.93
188195.0	-513.6	-484.5	1188.7
188250.0	-338.52	364.71	4543.36
188305.0	-337.07	233.76	-19.4
188361.0	-228.43	384.11	1107.71
188416.0	52.86	328.34	766.28
188471.0	-25.7	-180.42	273.05
188526.0	-133.86	-860.37	1079.58
188582.0	-527.18	-1610.16	-206.12
188637.0	-272.56	-3063.66	1752.74
188692.0	936.51	-910.32	1066.49
188747.0	328.82	141.62	1161.06
188803.0	293.9	-63.05	1016.05
188858.0	328.82	-305.06	909.35
188913.0	269.17	-358.89	1024.78
188968.0	169.75	-335.13	760.95
189024.0	-309.91	-393.32	1055.33
189079.0	-335.13	-295.36	809.93
189135.0	-158.11	-222.61	857.94
189189.0	343.37	-588.77	913.72
189244.0	1276.97	-639.21	1078.61
189300.0	-353.07	-845.82	1132.93
189353.0	-1066.97	-86.81	3339.62
189410.0	-156.65	575.68	2053.44
189465.0	-195.93	596.05	-199.81
189520.0	27.16	353.07	408.84
189576.0	306.51	234.25	227.46
189631.0	261.89	-324.94	827.39
189686.0	142.59	-828.36	851.64
189741.0	-187.69	-1219.74	347.74
189796.0	-1625.68	-2801.77	1211.98
189852.0	1237.69	-1049.03	927.3
189907.0	627.57	82.45	1029.63
189962.0	171.69	-26.19	1000.53
190017.0	153.74	-0.48	800.71
190073.0	-14.55	-91.18	991.8
190128.0	-396.23	-366.65	1029.63
190183.0	-517.97	-293.9	792.47
190238.0	-187.21	-486.44	866.67
190294.0	181.39	-499.54	687.71
190349.0	541.73	-489.84	1392.88
190404.0	963.67	-485.96	888.5
190459.0	1049.51	-680.92	841.94
190514.0	-1067.46	-809.93	1841.5
190569.0	-516.03	911.29	4615.62
190625.0	-613.99	480.14	7.27
190680.0	-204.18	442.79	1076.67
190735.0	-12.12	198.36	-192.54
190791.0	174.6	-89.72	978.22
190847.0	210.97	-745.91	500.51
190902.0	-11.15	-1024.29	632.91
190956.0	42.68	-1073.76	1625.19
191011.0	-594.11	-2113.09	1040.3
191066.0	1219.26	-300.69	1040.78
191122.0	359.86	78.08	1073.28
191177.0	187.69	-116.4	961.24
191232.0	-79.05	-216.79	967.06
191287.0	-148.41	-183.81	748.82
191343.0	-380.23	-323.0	994.71
